#,Col,Row,ToT,TS,Amp,RO_Time
1,0,0,0,2730,85,4391
2,16,52,2000,41,121,7358
3,28,155,2000,41,121,7370
4,11,194,2000,46,126,7458
5,19,153,2000,45,125,7470
6,21,117,2000,44,124,7483
7,23,303,2000,46,126,7495
8,24,17,2000,46,126,7508
9,16,220,2000,47,127,7558
10,19,234,2000,46,126,7570
11,2,190,1825,51,124,7620
12,14,180,1825,51,124,7633
13,16,129,1925,49,126,7645
14,28,220,1875,50,125,7657
15,0,223,1775,52,123,7707
16,6,198,1675,54,121,7720
17,18,93,1775,52,123,7732
18,0,159,1575,56,119,7782
19,12,195,1525,57,118,7795
20,15,140,1625,55,120,7807
21,21,14,1575,56,119,7820
22,26,195,1575,56,119,7832
23,18,98,1375,60,115,7879
24,3,124,1175,64,111,7929
25,11,293,1275,62,113,7941
26,2,13,1075,66,109,7991
27,1,274,975,68,107,8041
28,6,36,1025,67,108,8054
29,7,78,925,69,106,8066
30,9,81,925,69,106,8079
31,1,5,875,70,105,8129
32,9,240,925,69,106,8141
33,19,4,675,74,101,8191
34,12,160,575,76,99,8241
35,22,41,575,76,99,8253
36,10,215,475,78,97,8303
37,14,228,475,78,97,8316
38,27,8,425,79,96,8328
39,13,1,375,80,95,8378
40,19,119,375,80,95,8391
41,0,206,175,84,91,8441
42,6,193,175,84,91,8453
43,7,38,275,82,93,8466
44,26,162,225,83,92,8478
45,28,224,225,83,92,8491
46,11,212,75,86,89,8540
47,22,195,75,86,89,8553
48,23,96,75,86,89,8565
49,28,257,25,87,88,8578
50,7,255,-125,90,85,8628
51,15,249,-25,88,87,8640
52,23,155,25,87,88,8653
53,14,166,-275,93,82,8703
54,17,142,-275,93,82,8715
55,22,313,-325,94,81,8728
56,27,43,-275,93,82,8740
57,1,6,-475,97,78,8790
58,6,10,-375,95,80,8803
59,22,73,-475,97,78,8815
60,26,131,-475,97,78,8827
61,21,202,-525,98,77,8877
62,25,95,-575,99,76,8890
63,28,17,-525,98,77,8902
64,9,38,-725,102,73,8952
65,16,64,-775,103,72,8965
66,21,260,-525,98,77,8977
67,3,40,-925,106,69,9027
68,28,264,-925,106,69,9040
69,1,169,-1075,109,66,9090
70,10,78,-1075,109,66,9102
71,17,32,-1025,108,67,9115
72,19,145,-1125,110,65,9127
73,9,254,-1275,113,62,9177
74,24,21,-1325,114,61,9227
75,4,68,-1625,120,55,9314
76,26,294,-1625,120,55,9327
77,5,172,-1675,121,54,9377
78,9,173,-1675,121,54,9389
79,15,18,-1675,121,54,9402
80,17,282,-1675,121,54,9414
81,22,104,-1675,121,54,9427
82,23,85,-1775,123,52,9476
83,7,43,2000,128,47,9526
84,8,77,2000,128,47,9539
85,15,34,-1925,126,49,9551
86,21,179,-1925,126,49,9564
87,15,202,2000,130,45,9614
88,3,60,2000,134,41,9664
89,12,191,2000,134,41,9676
90,27,295,2000,132,43,9689
91,14,131,2000,140,35,9810
92,2,230,2000,142,33,9860
93,3,44,2000,141,34,9873
94,8,310,2000,141,34,9885
95,14,308,2000,140,35,9898
96,11,36,2000,143,32,9948
97,16,94,2000,143,32,9960
98,1,238,2000,147,28,10010
99,12,278,2000,146,29,10022
100,19,181,2000,145,30,10035
101,26,184,2000,145,30,10047
102,13,161,2000,153,22,10135
103,17,60,2000,152,23,10147
104,20,41,2000,151,24,10160
105,28,117,2000,153,22,10172
106,5,229,2000,154,21,10222
107,28,260,2000,153,22,10235
108,7,4,2000,157,18,10285
109,14,240,2000,157,18,10297
110,16,36,2000,156,19,10309
111,19,164,2000,156,19,10322
112,17,127,2000,161,14,10372
113,18,274,2000,159,16,10384
114,28,99,2000,160,15,10397
115,9,305,2000,162,13,10447
116,13,199,2000,162,13,10459
117,17,203,2000,163,12,10472
118,4,116,2000,166,9,10522
119,11,115,2000,167,8,10534
120,27,8,2000,166,9,10547
121,3,120,2000,170,5,10597
122,1,227,2000,171,4,10646
123,16,7,2000,171,4,10659
124,27,89,2000,172,3,10671
125,2,232,2000,174,1,10721
126,13,160,2000,174,1,10734
127,2,33,1975,176,0,10784
128,20,312,1775,180,4,10834
129,8,139,1625,183,7,10884
130,1,95,1525,185,9,10933
131,11,102,1475,186,10,10983
132,22,194,1475,186,10,10996
133,25,190,1475,186,10,11008
134,13,196,1325,189,13,11058
135,3,117,1225,191,15,11108
136,11,123,1275,190,14,11121
137,18,268,1325,189,13,11133
138,27,149,1225,191,15,11146
139,15,157,1125,193,17,11196
140,9,58,1075,194,18,11245
141,11,311,925,197,21,11258
142,12,142,1075,194,18,11270
143,13,310,1075,194,18,11283
144,14,116,1025,195,19,11295
145,16,194,1025,195,19,11308
146,1,274,875,198,22,11358
147,21,223,875,198,22,11370
148,0,65,725,201,25,11420
149,24,314,525,205,29,11470
150,12,49,275,210,34,11557
151,27,39,275,210,34,11570
152,2,178,125,213,37,11657
153,1,256,25,215,39,11707
154,24,102,-25,216,40,11754
155,0,102,-175,219,43,11804
156,16,128,-175,219,43,11816
157,3,90,-225,220,44,11866
158,5,153,-225,220,44,11879
159,9,60,-225,220,44,11891
160,17,199,-225,220,44,11904
161,22,271,-275,221,45,11916
162,15,58,-325,222,46,11966
163,16,252,-375,223,47,11979
164,19,78,-425,224,48,11991
165,25,15,-375,223,47,12004
166,14,300,-475,225,49,12054
167,15,171,-475,225,49,12066
168,17,222,-475,225,49,12079
169,18,98,-625,228,52,12091
170,26,310,-525,226,50,12103
171,12,38,-725,230,54,12153
172,25,212,-675,229,53,12166
173,27,88,-675,229,53,12178
174,0,130,-825,232,56,12228
175,23,68,-875,233,57,12241
176,21,128,-1025,236,60,12291
177,9,74,-1275,241,65,12341
178,25,279,-1175,239,63,12353
179,13,167,-1375,243,67,12403
180,25,296,-1275,241,65,12415
181,8,258,-1425,244,68,12465
182,16,123,-1425,244,68,12478
183,7,124,-1625,248,72,12528
184,11,151,-1525,246,70,12540
185,19,163,-1525,246,70,12553
186,25,109,-1575,247,71,12565
187,6,22,-1675,249,73,12615
188,27,3,-1675,249,73,12628
189,10,288,-1825,252,76,12678
190,1,197,2000,256,80,12727
191,15,104,2000,257,81,12777
192,13,137,2000,260,84,12827
193,15,218,2000,257,81,12840
194,7,187,2000,261,85,12890
195,26,138,2000,261,85,12902
196,27,11,2000,261,85,12915
197,7,228,2000,264,88,12965
198,14,304,2000,265,89,12977
199,17,133,2000,264,88,12990
200,18,165,2000,265,89,13002
201,0,135,2000,266,90,13052
202,16,28,2000,267,91,13064
203,1,76,2000,274,98,13152
204,18,51,2000,275,99,13202
205,24,198,2000,276,100,13252
206,15,260,2000,279,103,13302
207,5,178,2000,281,105,13351
208,17,50,2000,280,104,13364
209,10,305,2000,283,107,13414
210,11,306,2000,283,107,13426
211,28,104,2000,283,107,13439
212,3,34,2000,284,108,13489
213,16,39,2000,286,110,13501
214,19,250,2000,284,108,13514
215,20,57,2000,285,109,13526
216,22,46,2000,284,108,13539
217,4,218,2000,289,113,13589
218,2,176,2000,291,115,13639
219,9,45,2000,294,118,13688
220,28,294,2000,297,121,13735
221,11,140,2000,299,123,13785
222,26,268,2000,299,123,13798
223,11,170,2000,300,124,13848
224,10,259,2000,303,127,13897
225,3,76,1975,304,127,13947
226,9,297,1925,305,126,13960
227,23,64,1975,304,127,13972
228,6,158,1825,307,124,14022
229,24,226,1875,306,125,14035
230,8,12,1675,310,121,14085
231,13,52,1775,308,123,14097
232,25,18,1675,310,121,14110
233,27,46,1675,310,121,14122
234,28,232,1775,308,123,14135
235,21,200,1625,311,120,14185
236,27,301,1525,313,118,14197
237,0,247,1425,315,116,14247
238,7,27,1375,316,115,14259
239,16,81,1475,314,117,14272
240,17,81,1475,314,117,14284
241,18,96,1425,315,116,14297
242,11,184,1125,321,110,14384
243,5,151,975,324,107,14434
244,11,228,925,325,106,14447
245,2,301,825,327,104,14497
246,11,74,875,326,105,14509
247,10,213,775,328,103,14559
248,3,210,675,330,101,14609
249,16,118,675,330,101,14621
250,21,189,675,330,101,14634
251,1,129,375,336,95,14721
252,20,258,425,335,96,14734
253,1,142,225,339,92,14821
254,7,299,225,339,92,14833
255,13,144,175,340,91,14846
256,24,118,-75,345,86,14933
257,3,299,-125,346,85,14983
258,2,209,-225,348,83,15033
259,6,69,-225,348,83,15046
260,9,188,-225,348,83,15058
261,7,68,-425,352,79,15145
262,21,277,-375,351,80,15158
263,9,35,-625,356,75,15245
264,12,102,-625,356,75,15258
265,2,34,-775,359,72,15308
266,4,96,-725,358,73,15320
267,6,289,-725,358,73,15333
268,21,156,-725,358,73,15345
269,1,29,-975,363,68,15433
270,18,108,-1075,365,66,15445
271,21,315,-1125,366,65,15495
272,23,73,-1125,366,65,15507
273,4,8,-1325,370,61,15595
274,15,49,-1425,372,59,15642
275,1,85,-1575,375,56,15691
276,1,74,-1675,377,54,15741
277,13,271,-1625,376,55,15754
278,7,171,-1725,378,53,15804
279,2,294,-1875,381,50,15854
280,11,45,-1825,380,51,15866
281,14,59,-1825,380,51,15879
282,16,156,-1925,382,49,15929
283,10,113,2000,386,45,15979
284,13,50,2000,386,45,15991
285,24,291,2000,385,46,16003
286,3,52,2000,388,43,16053
287,4,207,2000,387,44,16066
288,9,136,2000,391,40,16116
289,21,138,2000,389,42,16128
290,24,80,2000,389,42,16141
291,25,80,2000,389,42,16153
292,23,319,2000,391,40,16203
293,25,106,2000,397,34,16253
294,4,170,2000,399,32,16303
295,1,269,2000,401,30,16353
296,15,254,2000,400,31,16365
297,25,79,2000,407,24,16490
298,25,41,2000,408,23,16540
299,26,14,2000,409,22,16553
300,27,82,2000,409,22,16565
301,1,147,2000,411,20,16615
302,4,220,2000,410,21,16627
303,24,0,2000,410,21,16640
304,21,122,2000,412,19,16690
305,3,289,2000,417,14,16740
306,5,5,2000,422,9,16865
307,28,159,2000,422,9,16877
308,6,184,2000,424,7,16927
309,3,132,2000,425,6,16977
310,16,230,2000,427,4,17027
311,23,205,2000,427,4,17039
312,14,99,2000,430,1,17089
313,2,147,1975,432,0,17139
314,27,208,1975,432,0,17152
315,1,266,1875,434,2,17202
316,2,49,1875,434,2,17214
317,11,210,1875,434,2,17227
318,14,309,1875,434,2,17239
319,10,121,1775,436,4,17289
320,18,141,1525,441,9,17339
321,21,273,1675,438,6,17351
322,0,180,1425,443,11,17401
323,9,55,1425,443,11,17414
324,5,8,1225,447,15,17501
325,21,246,1175,448,16,17514
326,23,78,1175,448,16,17526
327,5,14,1275,446,14,17576
328,12,71,1025,451,19,17623
329,20,179,1075,450,18,17635
330,3,58,875,454,22,17685
331,11,163,875,454,22,17698
332,13,220,825,455,23,17748
333,22,235,825,455,23,17760
334,28,266,775,456,24,17773
335,7,3,475,462,30,17860
336,13,92,525,461,29,17872
337,17,69,575,460,28,17885
338,27,123,425,463,31,17935
339,13,251,275,466,34,17985
340,19,178,225,467,35,17997
341,25,27,225,467,35,18010
342,18,101,175,468,36,18060
343,20,151,125,469,37,18072
344,24,216,125,469,37,18085
345,25,75,175,468,36,18097
346,28,280,175,468,36,18109
347,26,293,25,471,39,18159
348,12,78,-125,474,42,18209
349,23,95,-175,475,43,18222
350,12,147,-175,475,43,18272
351,19,108,-325,478,46,18284
352,26,139,-275,477,45,18297
353,16,311,-425,480,48,18347
354,17,233,-425,480,48,18359
355,1,69,-525,482,50,18409
356,12,222,-575,483,51,18421
357,27,271,-525,482,50,18434
358,15,311,-625,484,52,18484
359,20,9,-625,484,52,18496
360,21,129,-625,484,52,18509
361,7,228,-875,489,57,18559
362,20,174,-925,490,58,18609
363,16,105,-1125,494,62,18696
364,26,47,-1125,494,62,18709
365,28,52,-1275,497,65,18758
366,10,27,-1325,498,66,18808
367,19,163,-1425,500,68,18821
368,20,119,-1575,503,71,18908
369,23,41,-1625,504,72,18921
370,15,29,-1675,505,73,18971
371,20,240,-1675,505,73,18983
372,28,246,-1675,505,73,18996
373,28,237,-1825,508,76,19045
374,2,212,-1975,511,79,19095
375,3,60,-1975,511,79,19108
376,5,144,-1975,511,79,19120
377,1,93,2000,513,81,19170
378,3,26,2000,512,80,19183
379,15,159,2000,514,82,19233
380,16,268,2000,516,84,19245
381,19,153,2000,514,82,19258
382,21,278,2000,516,84,19270
383,23,160,2000,514,82,19283
384,26,138,2000,514,82,19295
385,1,228,2000,517,85,19345
386,15,211,2000,516,84,19357
387,28,221,2000,517,85,19370
388,0,280,2000,519,87,19420
389,1,56,2000,520,88,19432
390,3,64,2000,520,88,19445
391,16,293,2000,519,87,19457
392,5,29,2000,525,93,19507
393,26,230,2000,526,94,19520
394,0,75,2000,528,96,19567
395,13,288,2000,529,97,19579
396,18,283,2000,529,97,19591
397,11,131,2000,530,98,19641
398,1,223,2000,537,105,19729
399,7,129,2000,537,105,19741
400,20,296,2000,537,105,19754
401,21,229,2000,537,105,19766
402,14,312,2000,538,106,19816
403,0,138,2000,541,109,19866
404,14,2,2000,541,109,19879
405,21,246,2000,539,107,19891
406,8,208,2000,542,110,19941
407,14,77,2000,543,111,19953
408,20,135,2000,543,111,19966
409,22,297,2000,543,111,19978
410,10,200,2000,546,114,20028
411,12,24,2000,545,113,20041
412,6,275,2000,548,116,20091
413,11,189,2000,549,117,20103
414,15,277,2000,553,121,20153
415,6,297,2000,554,122,20203
416,9,238,2000,555,123,20215
417,27,149,2000,555,123,20228
418,22,63,2000,556,124,20278
419,24,186,2000,556,124,20290
420,28,170,2000,556,124,20303
421,0,109,1975,560,127,20353
422,4,306,2000,559,127,20365
423,10,203,2000,559,127,20378
424,21,296,1975,560,127,20390
425,1,297,1825,563,124,20440
426,16,60,1825,563,124,20453
427,24,76,1725,565,122,20503
428,2,25,1525,569,118,20552
