Sensor,X0,Y0,TotalHits,MissingHits
2375,554.0,92.0,,
2405,574.0,92.0,,
2435,594.0,92.0,,
2465,614.0,92.0,,
2495,634.0,92.0,,
2525,694.0,92.0,,
2555,714.0,92.0,,
2585,734.0,92.0,,
2639,754.0,92.0,,
2669,774.0,92.0,,
2699,814.0,92.0,,
2729,834.0,92.0,,
2759,854.0,92.0,,
2789,874.0,92.0,,
2819,894.0,92.0,,
2849,914.0,92.0,,
2903,954.0,92.0,,
2933,974.0,92.0,,
2963,994.0,92.0,,
29,1014.0,92.0,,
59,1034.0,92.0,,
89,1074.0,92.0,,
119,1094.0,92.0,,
149,1114.0,92.0,,
179,1134.0,92.0,,
233,1154.0,92.0,,
263,1174.0,92.0,,
293,1214.0,92.0,,
323,1234.0,92.0,,
353,1254.0,92.0,,
383,1274.0,92.0,,
413,1294.0,92.0,,
443,1314.0,92.0,,
473,1354.0,92.0,,
503,1374.0,92.0,,
533,1394.0,92.0,,
563,1414.0,92.0,,
593,1434.0,92.0,,
623,1474.0,92.0,,
653,1494.0,92.0,,
707,1514.0,92.0,,
737,1534.0,92.0,,
797,1554.0,92.0,,
827,1574.0,92.0,,
857,1614.0,92.0,,
887,1634.0,92.0,,
917,1654.0,92.0,,
947,1674.0,92.0,,
977,1694.0,92.0,,
1037,1754.0,92.0,,
1067,1774.0,92.0,,
1097,1794.0,92.0,,
1127,1814.0,92.0,,
1157,1834.0,92.0,,
1187,1874.0,92.0,,
1217,1894.0,92.0,,
1247,1914.0,92.0,,
1277,1934.0,92.0,,
1337,1954.0,92.0,,
1367,1974.0,92.0,,
1397,2014.0,92.0,,
1427,2034.0,92.0,,
1457,2054.0,92.0,,
1487,2074.0,92.0,,
1517,2094.0,92.0,,
1547,2134.0,92.0,,
1607,2154.0,92.0,,
1637,2174.0,92.0,,
1667,2194.0,92.0,,
1697,2214.0,92.0,,
1727,2234.0,92.0,,
1757,2274.0,92.0,,
1787,2294.0,92.0,,
1817,2314.0,92.0,,
1847,2334.0,92.0,,
1907,2354.0,92.0,,
1937,2374.0,92.0,,
738,154.0,112.0,,
978,174.0,112.0,,
1278,194.0,112.0,,
1548,214.0,112.0,,
1848,234.0,112.0,,
1938,254.0,112.0,,
1968,294.0,112.0,,
1998,314.0,112.0,,
2028,334.0,112.0,,
2082,354.0,112.0,,
2112,374.0,112.0,,
2142,414.0,112.0,,
2172,434.0,112.0,,
2202,454.0,112.0,,
2232,474.0,112.0,,
2262,494.0,112.0,,
2292,514.0,112.0,,
2346,554.0,112.0,,
2376,574.0,112.0,,
2406,594.0,112.0,,
2436,614.0,112.0,,
2466,634.0,112.0,,
2496,694.0,112.0,,
2526,714.0,112.0,,
2556,734.0,112.0,,
2610,754.0,112.0,,
2640,774.0,112.0,,
2670,814.0,112.0,,
2700,834.0,112.0,,
2730,854.0,112.0,,
2760,874.0,112.0,,
2790,894.0,112.0,,
2820,914.0,112.0,,
2874,954.0,112.0,,
2904,974.0,112.0,,
2934,994.0,112.0,,
0,1014.0,112.0,,
30,1034.0,112.0,,
60,1074.0,112.0,,
90,1094.0,112.0,,
120,1114.0,112.0,,
150,1134.0,112.0,,
204,1154.0,112.0,,
234,1174.0,112.0,,
264,1214.0,112.0,,
294,1234.0,112.0,,
324,1254.0,112.0,,
354,1274.0,112.0,,
384,1294.0,112.0,,
414,1314.0,112.0,,
444,1354.0,112.0,,
474,1374.0,112.0,,
504,1394.0,112.0,,
534,1414.0,112.0,,
564,1434.0,112.0,,
594,1474.0,112.0,,
624,1494.0,112.0,,
678,1514.0,112.0,,
708,1534.0,112.0,,
768,1554.0,112.0,,
798,1574.0,112.0,,
828,1614.0,112.0,,
858,1634.0,112.0,,
888,1654.0,112.0,,
918,1674.0,112.0,,
948,1694.0,112.0,,
1008,1754.0,112.0,,
1038,1774.0,112.0,,
1068,1794.0,112.0,,
1098,1814.0,112.0,,
1128,1834.0,112.0,,
1158,1874.0,112.0,,
1188,1894.0,112.0,,
1218,1914.0,112.0,,
1248,1934.0,112.0,,
1308,1954.0,112.0,,
1338,1974.0,112.0,,
1368,2014.0,112.0,,
1398,2034.0,112.0,,
1428,2054.0,112.0,,
1458,2074.0,112.0,,
1488,2094.0,112.0,,
1518,2134.0,112.0,,
1578,2154.0,112.0,,
1608,2174.0,112.0,,
1638,2194.0,112.0,,
1668,2214.0,112.0,,
1698,2234.0,112.0,,
1728,2274.0,112.0,,
1758,2294.0,112.0,,
1788,2314.0,112.0,,
1818,2334.0,112.0,,
1878,2354.0,112.0,,
1908,2374.0,112.0,,
654,14.0,132.0,,
2058,34.0,132.0,,
2322,54.0,132.0,,
2586,74.0,132.0,,
2850,94.0,132.0,,
180,114.0,132.0,,
740,154.0,132.0,,
980,174.0,132.0,,
1280,194.0,132.0,,
1550,214.0,132.0,,
1850,234.0,132.0,,
1940,254.0,132.0,,
1970,294.0,132.0,,
2000,314.0,132.0,,
2030,334.0,132.0,,
2084,354.0,132.0,,
2114,374.0,132.0,,
2144,414.0,132.0,,
2174,434.0,132.0,,
2204,454.0,132.0,,
2234,474.0,132.0,,
2264,494.0,132.0,,
2294,514.0,132.0,,
2348,554.0,132.0,,
2378,574.0,132.0,,
2408,594.0,132.0,,
2438,614.0,132.0,,
2468,634.0,132.0,,
2498,694.0,132.0,,
2528,714.0,132.0,,
2558,734.0,132.0,,
2612,754.0,132.0,,
2642,774.0,132.0,,
2672,814.0,132.0,,
2702,834.0,132.0,,
2732,854.0,132.0,,
2762,874.0,132.0,,
2792,894.0,132.0,,
2822,914.0,132.0,,
2876,954.0,132.0,,
2906,974.0,132.0,,
2936,994.0,132.0,,
2,1014.0,132.0,,
32,1034.0,132.0,,
62,1074.0,132.0,,
92,1094.0,132.0,,
122,1114.0,132.0,,
152,1134.0,132.0,,
206,1154.0,132.0,,
236,1174.0,132.0,,
266,1214.0,132.0,,
296,1234.0,132.0,,
326,1254.0,132.0,,
356,1274.0,132.0,,
386,1294.0,132.0,,
416,1314.0,132.0,,
446,1354.0,132.0,,
476,1374.0,132.0,,
506,1394.0,132.0,,
536,1414.0,132.0,,
566,1434.0,132.0,,
596,1474.0,132.0,,
626,1494.0,132.0,,
680,1514.0,132.0,,
710,1534.0,132.0,,
770,1554.0,132.0,,
800,1574.0,132.0,,
830,1614.0,132.0,,
860,1634.0,132.0,,
890,1654.0,132.0,,
920,1674.0,132.0,,
950,1694.0,132.0,,
1010,1754.0,132.0,,
1040,1774.0,132.0,,
1070,1794.0,132.0,,
1100,1814.0,132.0,,
1130,1834.0,132.0,,
1160,1874.0,132.0,,
1190,1894.0,132.0,,
1220,1914.0,132.0,,
1250,1934.0,132.0,,
1310,1954.0,132.0,,
1340,1974.0,132.0,,
1370,2014.0,132.0,,
1400,2034.0,132.0,,
1430,2054.0,132.0,,
1460,2074.0,132.0,,
1490,2094.0,132.0,,
1520,2134.0,132.0,,
1580,2154.0,132.0,,
1610,2174.0,132.0,,
1640,2194.0,132.0,,
1670,2214.0,132.0,,
1700,2234.0,132.0,,
1730,2274.0,132.0,,
1760,2294.0,132.0,,
1790,2314.0,132.0,,
1820,2334.0,132.0,,
1880,2354.0,132.0,,
1910,2374.0,132.0,,
655,14.0,152.0,,
2059,34.0,152.0,,
2323,54.0,152.0,,
2587,74.0,152.0,,
2851,94.0,152.0,,
181,114.0,152.0,,
741,154.0,152.0,,
981,174.0,152.0,,
1281,194.0,152.0,,
1551,214.0,152.0,,
1851,234.0,152.0,,
1941,254.0,152.0,,
1971,294.0,152.0,,
2001,314.0,152.0,,
2031,334.0,152.0,,
2085,354.0,152.0,,
2115,374.0,152.0,,
2145,414.0,152.0,,
2175,434.0,152.0,,
2205,454.0,152.0,,
2235,474.0,152.0,,
2265,494.0,152.0,,
2295,514.0,152.0,,
2349,554.0,152.0,,
2379,574.0,152.0,,
2409,594.0,152.0,,
2439,614.0,152.0,,
2469,634.0,152.0,,
2499,694.0,152.0,,
2529,714.0,152.0,,
2559,734.0,152.0,,
2613,754.0,152.0,,
2643,774.0,152.0,,
2673,814.0,152.0,,
2703,834.0,152.0,,
2733,854.0,152.0,,
2763,874.0,152.0,,
2793,894.0,152.0,,
2823,914.0,152.0,,
2877,954.0,152.0,,
2907,974.0,152.0,,
2937,994.0,152.0,,
3,1014.0,152.0,,
33,1034.0,152.0,,
63,1074.0,152.0,,
93,1094.0,152.0,,
123,1114.0,152.0,,
153,1134.0,152.0,,
207,1154.0,152.0,,
237,1174.0,152.0,,
267,1214.0,152.0,,
297,1234.0,152.0,,
327,1254.0,152.0,,
357,1274.0,152.0,,
387,1294.0,152.0,,
417,1314.0,152.0,,
447,1354.0,152.0,,
477,1374.0,152.0,,
507,1394.0,152.0,,
537,1414.0,152.0,,
567,1434.0,152.0,,
597,1474.0,152.0,,
627,1494.0,152.0,,
681,1514.0,152.0,,
711,1534.0,152.0,,
771,1554.0,152.0,,
801,1574.0,152.0,,
831,1614.0,152.0,,
861,1634.0,152.0,,
891,1654.0,152.0,,
921,1674.0,152.0,,
951,1694.0,152.0,,
1011,1754.0,152.0,,
1041,1774.0,152.0,,
1071,1794.0,152.0,,
1101,1814.0,152.0,,
1131,1834.0,152.0,,
1161,1874.0,152.0,,
1191,1894.0,152.0,,
1221,1914.0,152.0,,
1251,1934.0,152.0,,
1311,1954.0,152.0,,
1341,1974.0,152.0,,
1371,2014.0,152.0,,
1401,2034.0,152.0,,
1431,2054.0,152.0,,
1461,2074.0,152.0,,
1491,2094.0,152.0,,
1521,2134.0,152.0,,
1581,2154.0,152.0,,
1611,2174.0,152.0,,
1641,2194.0,152.0,,
1671,2214.0,152.0,,
1701,2234.0,152.0,,
1731,2274.0,152.0,,
1761,2294.0,152.0,,
1791,2314.0,152.0,,
1821,2334.0,152.0,,
1881,2354.0,152.0,,
1911,2374.0,152.0,,
656,14.0,172.0,,
2060,34.0,172.0,,
2324,54.0,172.0,,
2588,74.0,172.0,,
2852,94.0,172.0,,
182,114.0,172.0,,
742,154.0,172.0,,
982,174.0,172.0,,
1282,194.0,172.0,,
1552,214.0,172.0,,
1852,234.0,172.0,,
1942,254.0,172.0,,
1972,294.0,172.0,,
2002,314.0,172.0,,
2032,334.0,172.0,,
2086,354.0,172.0,,
2116,374.0,172.0,,
2146,414.0,172.0,,
2176,434.0,172.0,,
2206,454.0,172.0,,
2236,474.0,172.0,,
2266,494.0,172.0,,
2296,514.0,172.0,,
2350,554.0,172.0,,
2380,574.0,172.0,,
2410,594.0,172.0,,
2440,614.0,172.0,,
2470,634.0,172.0,,
2500,694.0,172.0,,
2530,714.0,172.0,,
2560,734.0,172.0,,
2614,754.0,172.0,,
2644,774.0,172.0,,
2674,814.0,172.0,,
2704,834.0,172.0,,
2734,854.0,172.0,,
2764,874.0,172.0,,
2794,894.0,172.0,,
2824,914.0,172.0,,
2878,954.0,172.0,,
2908,974.0,172.0,,
2938,994.0,172.0,,
4,1014.0,172.0,,
34,1034.0,172.0,,
64,1074.0,172.0,,
94,1094.0,172.0,,
124,1114.0,172.0,,
154,1134.0,172.0,,
208,1154.0,172.0,,
238,1174.0,172.0,,
268,1214.0,172.0,,
298,1234.0,172.0,,
328,1254.0,172.0,,
358,1274.0,172.0,,
388,1294.0,172.0,,
418,1314.0,172.0,,
448,1354.0,172.0,,
478,1374.0,172.0,,
508,1394.0,172.0,,
538,1414.0,172.0,,
568,1434.0,172.0,,
598,1474.0,172.0,,
628,1494.0,172.0,,
682,1514.0,172.0,,
712,1534.0,172.0,,
772,1554.0,172.0,,
802,1574.0,172.0,,
832,1614.0,172.0,,
862,1634.0,172.0,,
892,1654.0,172.0,,
922,1674.0,172.0,,
952,1694.0,172.0,,
1012,1754.0,172.0,,
1042,1774.0,172.0,,
1072,1794.0,172.0,,
1102,1814.0,172.0,,
1132,1834.0,172.0,,
1162,1874.0,172.0,,
1192,1894.0,172.0,,
1222,1914.0,172.0,,
1252,1934.0,172.0,,
1312,1954.0,172.0,,
1342,1974.0,172.0,,
1372,2014.0,172.0,,
1402,2034.0,172.0,,
1432,2054.0,172.0,,
1462,2074.0,172.0,,
1492,2094.0,172.0,,
1522,2134.0,172.0,,
1582,2154.0,172.0,,
1612,2174.0,172.0,,
1642,2194.0,172.0,,
1672,2214.0,172.0,,
1702,2234.0,172.0,,
1732,2274.0,172.0,,
1762,2294.0,172.0,,
1792,2314.0,172.0,,
1822,2334.0,172.0,,
1882,2354.0,172.0,,
1912,2374.0,172.0,,
657,14.0,192.0,,
2061,34.0,192.0,,
2325,54.0,192.0,,
2589,74.0,192.0,,
2853,94.0,192.0,,
183,114.0,192.0,,
743,154.0,192.0,,
983,174.0,192.0,,
1283,194.0,192.0,,
1553,214.0,192.0,,
1853,234.0,192.0,,
1943,254.0,192.0,,
1973,294.0,192.0,,
2003,314.0,192.0,,
2033,334.0,192.0,,
2087,354.0,192.0,,
2117,374.0,192.0,,
2147,414.0,192.0,,
2177,434.0,192.0,,
2207,454.0,192.0,,
2237,474.0,192.0,,
2267,494.0,192.0,,
2297,514.0,192.0,,
2351,554.0,192.0,,
2381,574.0,192.0,,
2411,594.0,192.0,,
2441,614.0,192.0,,
2471,634.0,192.0,,
2501,694.0,192.0,,
2531,714.0,192.0,,
2561,734.0,192.0,,
2615,754.0,192.0,,
2645,774.0,192.0,,
2675,814.0,192.0,,
2705,834.0,192.0,,
2735,854.0,192.0,,
2765,874.0,192.0,,
2795,894.0,192.0,,
2825,914.0,192.0,,
2879,954.0,192.0,,
2909,974.0,192.0,,
2939,994.0,192.0,,
5,1014.0,192.0,,
35,1034.0,192.0,,
65,1074.0,192.0,,
95,1094.0,192.0,,
125,1114.0,192.0,,
155,1134.0,192.0,,
209,1154.0,192.0,,
239,1174.0,192.0,,
269,1214.0,192.0,,
299,1234.0,192.0,,
329,1254.0,192.0,,
359,1274.0,192.0,,
389,1294.0,192.0,,
419,1314.0,192.0,,
449,1354.0,192.0,,
479,1374.0,192.0,,
509,1394.0,192.0,,
539,1414.0,192.0,,
569,1434.0,192.0,,
599,1474.0,192.0,,
629,1494.0,192.0,,
683,1514.0,192.0,,
713,1534.0,192.0,,
773,1554.0,192.0,,
803,1574.0,192.0,,
833,1614.0,192.0,,
863,1634.0,192.0,,
893,1654.0,192.0,,
923,1674.0,192.0,,
953,1694.0,192.0,,
1013,1754.0,192.0,,
1043,1774.0,192.0,,
1073,1794.0,192.0,,
1103,1814.0,192.0,,
1133,1834.0,192.0,,
1163,1874.0,192.0,,
1193,1894.0,192.0,,
1223,1914.0,192.0,,
1253,1934.0,192.0,,
1313,1954.0,192.0,,
1343,1974.0,192.0,,
1373,2014.0,192.0,,
1403,2034.0,192.0,,
1433,2054.0,192.0,,
1463,2074.0,192.0,,
1493,2094.0,192.0,,
1523,2134.0,192.0,,
1583,2154.0,192.0,,
1613,2174.0,192.0,,
1643,2194.0,192.0,,
1673,2214.0,192.0,,
1703,2234.0,192.0,,
1733,2274.0,192.0,,
1763,2294.0,192.0,,
1793,2314.0,192.0,,
1823,2334.0,192.0,,
1883,2354.0,192.0,,
1913,2374.0,192.0,,
658,14.0,212.0,,
2062,34.0,212.0,,
2326,54.0,212.0,,
2590,74.0,212.0,,
2854,94.0,212.0,,
184,114.0,212.0,,
744,154.0,212.0,,
984,174.0,212.0,,
1284,194.0,212.0,,
1554,214.0,212.0,,
1854,234.0,212.0,,
1944,254.0,212.0,,
1974,294.0,212.0,,
2004,314.0,212.0,,
2034,334.0,212.0,,
2088,354.0,212.0,,
2118,374.0,212.0,,
2148,414.0,212.0,,
2178,434.0,212.0,,
2208,454.0,212.0,,
2238,474.0,212.0,,
2268,494.0,212.0,,
2298,514.0,212.0,,
2352,554.0,212.0,,
2382,574.0,212.0,,
2412,594.0,212.0,,
2442,614.0,212.0,,
2472,634.0,212.0,,
2502,694.0,212.0,,
2532,714.0,212.0,,
2562,734.0,212.0,,
2616,754.0,212.0,,
2646,774.0,212.0,,
2676,814.0,212.0,,
2706,834.0,212.0,,
2736,854.0,212.0,,
2766,874.0,212.0,,
2796,894.0,212.0,,
2826,914.0,212.0,,
2880,954.0,212.0,,
2910,974.0,212.0,,
2940,994.0,212.0,,
6,1014.0,212.0,,
36,1034.0,212.0,,
66,1074.0,212.0,,
96,1094.0,212.0,,
126,1114.0,212.0,,
156,1134.0,212.0,,
210,1154.0,212.0,,
240,1174.0,212.0,,
270,1214.0,212.0,,
300,1234.0,212.0,,
330,1254.0,212.0,,
360,1274.0,212.0,,
390,1294.0,212.0,,
420,1314.0,212.0,,
450,1354.0,212.0,,
480,1374.0,212.0,,
510,1394.0,212.0,,
540,1414.0,212.0,,
570,1434.0,212.0,,
600,1474.0,212.0,,
630,1494.0,212.0,,
684,1514.0,212.0,,
714,1534.0,212.0,,
774,1554.0,212.0,,
804,1574.0,212.0,,
834,1614.0,212.0,,
864,1634.0,212.0,,
894,1654.0,212.0,,
924,1674.0,212.0,,
954,1694.0,212.0,,
1014,1754.0,212.0,,
1044,1774.0,212.0,,
1074,1794.0,212.0,,
1104,1814.0,212.0,,
1134,1834.0,212.0,,
1164,1874.0,212.0,,
1194,1894.0,212.0,,
1224,1914.0,212.0,,
1254,1934.0,212.0,,
1314,1954.0,212.0,,
1344,1974.0,212.0,,
1374,2014.0,212.0,,
1404,2034.0,212.0,,
1434,2054.0,212.0,,
