3,5,100,0,0,0,0,0,0
9,5,100,0,0,0,0,0,0
15,5,100,0,0,0,0,0,0
21,5,100,0,0,0,0,0,0
27,5,100,0,0,0,0,0,0
33,5,100,0,0,0,0,0,0
39,5,100,0,0,0,0,0,0
45,5,100,0,0,0,0,0,0
51,5,100,0,0,0,0,0,0
57,5,100,0,0,0,0,0,0
63,5,100,0,0,0,0,0,0
69,5,100,0,0,0,0,0,0
75,5,100,0,0,0,0,0,0
81,5,100,0,0,0,0,0,0
87,5,100,0,0,0,0,0,0
93,5,100,0,0,0,0,0,0
99,5,100,0,0,0,0,0,0
105,5,100,0,0,0,0,0,0
111,5,100,0,0,0,0,0,0
117,5,100,0,0,0,0,0,0
123,5,100,0,0,0,0,0,0
129,5,100,0,0,0,0,0,0
135,5,100,0,0,0,0,0,0
141,5,100,0,0,0,0,0,0
147,5,100,0,0,0,0,0,0
153,5,100,0,0,0,0,0,0
159,5,100,0,0,0,0,0,0
165,5,100,0,0,0,0,0,0
171,5,100,0,0,0,0,0,0
177,5,100,0,0,0,0,0,0
183,5,100,0,0,0,0,0,0
189,5,100,0,0,0,0,0,0
195,5,100,0,0,0,0,0,0
201,5,100,0,0,0,0,0,0
207,5,100,0,0,0,0,0,0
213,5,100,0,0,0,0,0,0
219,5,100,0,0,0,0,0,0
225,5,100,0,0,0,0,0,0
231,5,100,0,0,0,0,0,0
237,5,100,0,0,0,0,0,0
243,5,100,0,0,0,0,0,0
249,5,100,0,0,0,0,0,0
255,5,100,0,0,0,0,0,0
261,5,100,0,0,0,0,0,0
267,5,100,0,0,0,0,0,0
273,5,100,0,0,0,0,0,0
279,5,100,0,0,0,0,0,0
285,5,100,0,0,0,0,0,0
291,5,100,0,0,0,0,0,0
297,5,100,0,0,0,0,0,0
303,5,100,0,0,0,0,0,0
309,5,100,0,0,0,0,0,0
315,5,100,0,0,0,0,0,0
321,5,100,0,0,0,0,0,0
327,5,100,0,0,0,0,0,0
333,5,100,0,0,0,0,0,0
339,5,100,0,0,0,0,0,0
345,5,100,0,0,0,0,0,0
351,5,100,0,0,0,0,0,0
357,5,100,0,0,0,0,0,0
363,5,100,0,0,0,0,0,0
369,5,100,0,0,0,0,0,0
375,5,100,0,0,0,0,0,0
381,5,100,0,0,0,0,0,0
387,5,100,0,0,0,0,0,0
393,5,100,0,0,0,0,0,0
399,5,100,0,0,0,0,0,0
405,5,100,0,0,0,0,0,0
411,5,100,0,0,0,0,0,0
417,5,100,0,0,0,0,0,0
423,5,100,0,0,0,0,0,0
429,5,100,0,0,0,0,0,0
435,5,100,0,0,0,0,0,0
441,5,100,0,0,0,0,0,0
447,5,100,0,0,0,0,0,0
453,5,100,0,0,0,0,0,0
459,5,100,0,0,0,0,0,0
465,5,100,0,0,0,0,0,0
471,5,100,0,0,0,0,0,0
477,5,100,0,0,0,0,0,0
483,5,100,0,0,0,0,0,0
489,5,100,0,0,0,0,0,0
495,5,100,0,0,0,0,0,0
501,5,100,0,0,0,0,0,0
507,5,100,0,0,0,0,0,0
513,5,100,0,0,0,0,0,0
519,5,100,0,0,0,0,0,0
525,5,100,0,0,0,0,0,0
531,5,100,0,0,0,0,0,0
537,5,100,0,0,0,0,0,0
543,5,100,0,0,0,0,0,0
549,5,100,0,0,0,0,0,0
555,5,100,0,0,0,0,0,0
561,5,100,0,0,0,0,0,0
