0,5,100,0,0,0,0,85780309
0,5,100,0,0,0,0,85812309
0,5,100,0,0,0,0,85844309
0,5,100,0,0,0,0,85876309
0,5,100,0,0,0,0,85908309
0,5,100,0,0,0,0,85940309
0,5,100,0,0,0,0,85972309
0,5,100,0,0,0,0,86004309
0,5,100,0,0,0,0,86036309
0,5,100,0,0,0,0,86068309
0,5,100,0,0,0,0,86100309
0,5,100,0,0,0,0,86132309
0,5,100,0,0,0,0,86164309
0,5,100,0,0,0,0,86196309
0,5,100,0,0,0,0,86228309
0,5,100,0,0,0,0,86260309
0,5,100,0,0,0,0,86292309
0,5,100,0,0,0,0,86324309
0,5,100,0,0,0,0,86356309
0,5,100,0,0,0,0,86388309
0,5,100,0,0,0,0,86420309
0,5,100,0,0,0,0,86452309
0,5,100,0,0,0,0,86484309
0,5,100,0,0,0,0,86516309
0,5,100,0,0,0,0,86548309
0,5,100,0,0,0,0,86580309
0,5,100,0,0,0,0,86612309
0,5,100,0,0,0,0,86644309
0,5,100,0,0,0,0,86676309
0,5,100,0,0,0,0,86708309
0,5,100,0,0,0,0,86740309
0,5,100,0,0,0,0,86772309
0,5,100,0,0,0,0,86804309
0,5,100,0,0,0,0,86836309
0,5,100,0,0,0,0,86868309
0,5,100,0,0,0,0,86900309
0,5,100,0,0,0,0,86932309
0,5,100,0,0,0,0,86964309
0,5,100,0,0,0,0,86996309
0,5,100,0,0,0,0,87028309
0,5,100,0,0,0,0,87060309
0,5,100,0,0,0,0,87092309
0,5,100,0,0,0,0,87124309
0,5,100,0,0,0,0,87156309
0,5,100,0,0,0,0,87188309
0,5,100,0,0,0,0,87220309
0,5,100,0,0,0,0,87252309
0,5,100,0,0,0,0,87284309
0,5,100,0,0,0,0,87316309
0,5,100,0,0,0,0,87348309
0,5,100,0,0,0,0,87380309
0,5,100,0,0,0,0,87412309
0,5,100,0,0,0,0,87444309
0,5,100,0,0,0,0,87476309
0,5,100,0,0,0,0,87508309
0,5,100,0,0,0,0,87540309
0,5,100,0,0,0,0,87572309
0,5,100,0,0,0,0,87604309
0,5,100,0,0,0,0,87636309
0,5,100,0,0,0,0,87668309
0,5,100,0,0,0,0,87700309
0,5,100,0,0,0,0,87732309
0,5,100,0,0,0,0,87764309
0,5,100,0,0,0,0,87796309
0,5,100,0,0,0,0,87828309
0,5,100,0,0,0,0,87860309
0,5,100,0,0,0,0,87892309
0,5,100,0,0,0,0,87924309
0,5,100,0,0,0,0,87956309
0,5,100,0,0,0,0,87988309
0,5,100,0,0,0,0,88020309
0,5,100,0,0,0,0,88052309
0,5,100,0,0,0,0,88084309
0,5,100,0,0,0,0,88116309
0,5,100,0,0,0,0,88148309
0,5,100,0,0,0,0,88180309
0,5,100,0,0,0,0,88212309
0,5,100,0,0,0,0,88244309
0,5,100,0,0,0,0,88276309
0,5,100,0,0,0,0,88308309
0,5,100,0,0,0,0,88340309
0,5,100,0,0,0,0,88372309
0,5,100,0,0,0,0,88404309
0,5,100,0,0,0,0,88436309
0,5,100,0,0,0,0,88468309
0,5,100,0,0,0,0,88500309
0,5,100,0,0,0,0,88532309
0,5,100,0,0,0,0,88564309
0,5,100,0,0,0,0,88596309
0,5,100,0,0,0,0,88628309
0,5,100,0,0,0,0,88660309
0,5,100,0,0,0,0,88692309
0,5,100,0,0,0,0,88724309
0,5,100,0,0,0,0,88756309
0,5,100,0,0,0,0,88788309
0,5,100,0,0,0,0,88820309
0,5,100,0,0,0,0,88852309
0,5,100,0,0,0,0,88884309
0,5,100,0,0,0,0,88916309
0,5,100,0,0,0,0,88948309
0,5,100,0,0,0,0,88980309
0,5,100,0,0,0,0,89012309
0,5,100,0,0,0,0,89044309
0,5,100,0,0,0,0,89076309
0,5,100,0,0,0,0,89108309
0,5,100,0,0,0,0,89140309
0,5,100,0,0,0,0,89172309
0,5,100,0,0,0,0,89204309
0,5,100,0,0,0,0,89236309
0,5,100,0,0,0,0,89268309
0,5,100,0,0,0,0,89300309
0,5,100,0,0,0,0,89332309
0,5,100,0,0,0,0,89364309
0,5,100,0,0,0,0,89396309
0,5,100,0,0,0,0,89428309
0,5,100,0,0,0,0,89460309
0,5,100,0,0,0,0,89492309
0,5,100,0,0,0,0,89524309
0,5,100,0,0,0,0,89556309
0,5,100,0,0,0,0,89588309
0,5,100,0,0,0,0,89620309
0,5,100,0,0,0,0,89652309
0,5,100,0,0,0,0,89684309
0,5,100,0,0,0,0,89716309
0,5,100,0,0,0,0,89748309
0,5,100,0,0,0,0,89780309
0,5,100,0,0,0,0,89812309
0,5,100,0,0,0,0,89844309
0,5,100,0,0,0,0,89876309
0,5,100,0,0,0,0,89908309
0,5,100,0,0,0,0,89940309
0,5,100,0,0,0,0,89972309
0,5,100,0,0,0,0,90004309
0,5,100,0,0,0,0,90036309
0,5,100,0,0,0,0,90068309
0,5,100,0,0,0,0,90100309
0,5,100,0,0,0,0,90132309
0,5,100,0,0,0,0,90164309
0,5,100,0,0,0,0,90196309
0,5,100,0,0,0,0,90228309
0,5,100,0,0,0,0,90260309
0,5,100,0,0,0,0,90292309
