15,89679205,0
18,89680485,0
21,89681765,0
39,89683045,0
45,89684325,0
60,89685605,0
63,89686885,0
66,89688165,0
84,89689445,0
87,89690725,0
90,89692005,0
108,89693285,0
114,89694565,0
129,89695845,0
132,89697125,0
135,89698405,0
153,89699685,0
162,89700965,0
174,89702245,0
177,89703525,0
183,89704805,0
198,89706085,0
201,89707365,0
204,89708645,0
222,89709925,0
228,89711205,0
231,89712485,0
240,89713765,0
252,89715045,0
255,89716325,0
261,89717605,0
276,89718885,0
279,89720165,0
282,89721445,0
300,89722725,0
309,89724005,0
321,89725285,0
324,89726565,0
330,89727845,0
345,89729125,0
348,89730405,0
351,89731685,0
369,89732965,0
378,89734245,0
390,89735525,0
393,89736805,0
399,89738085,0
414,89739365,0
417,89740645,0
420,89741925,0
438,89743205,0
444,89744485,0
447,89745765,0
453,89747045,0
468,89748325,0
471,89749605,0
474,89750885,0
492,89752165,0
501,89753445,0
513,89754725,0
516,89756005,0
522,89757285,0
537,89758565,0
540,89759845,0
543,89761125,0
561,89762405,0
567,89763685,0
570,89764965,0
579,89766245,0
585,89767525,0
588,89768805,0
606,89770085,0
612,89771365,0
627,89772645,0
633,89773925,0
636,89775205,0
651,89776485,0
660,89777765,0
666,89779045,0
675,89780325,0
687,89781605,0
696,89782885,0
708,89784165,0
711,89785445,0
717,89786725,0
729,89788005,0
732,89789285,0
741,89790565,0
753,89791845,0
756,89793125,0
759,89794405,0
777,89795685,0
786,89796965,0
798,89798245,0
804,89799525,0
807,89800805,0
825,89802085,0
834,89803365,0
843,89804645,0
846,89805925,0
864,89807205,0
867,89808485,0
885,89809765,0
894,89811045,0
900,89812325,0
903,89813605,0
921,89814885,0
930,89816165,0
942,89817445,0
945,89818725,0
951,89820005,0
966,89821285,0
969,89822565,0
972,89823845,0
990,89825125,0
999,89826405,0
1011,89827685,0
1014,89828965,0
1020,89830245,0
1035,89831525,0
1038,89832805,0
1047,89834085,0
1059,89835365,0
1068,89836645,0
1077,89837925,0
1080,89839205,0
1089,89840485,0
1101,89841765,0
1104,89843045,0
1110,89844325,0
1125,89845605,0
1137,89846885,0
1146,89848165,0
1149,89849445,0
1158,89850725,0
1167,89852005,0
1170,89853285,0
1188,89854565,0
1191,89855845,0
1209,89857125,0
1218,89858405,0
1227,89859685,0
1230,89860965,0
1239,89862245,0
1254,89863525,0
1257,89864805,0
1260,89866085,0
1278,89867365,0
1287,89868645,0
1299,89869925,0
1302,89871205,0
1308,89872485,0
1323,89873765,0
1326,89875045,0
1329,89876325,0
1347,89877605,0
1356,89878885,0
1368,89880165,0
1371,89881445,0
1377,89882725,0
1389,89884005,0
1392,89885285,0
1410,89886565,0
1413,89887845,0
1431,89889125,0
1440,89890405,0
1452,89891685,0
1455,89892965,0
1461,89894245,0
1476,89895525,0
1479,89896805,0
1482,89898085,0
1500,89899365,0
1509,89900645,0
1521,89901925,0
1524,89903205,0
1530,89904485,0
1542,89905765,0
1545,89907045,0
1551,89908325,0
1563,89909605,0
1569,89910885,0
1584,89912165,0
1590,89913445,0
1605,89914725,0
1611,89916005,0
1626,89917285,0
1629,89918565,0
1632,89919845,0
1650,89921125,0
1659,89922405,0
1665,89923685,0
1668,89924965,0
1686,89926245,0
1695,89927525,0
1707,89928805,0
1710,89930085,0
1716,89931365,0
1731,89932645,0
1734,89933925,0
1737,89935205,0
1755,89936485,0
1764,89937765,0
1776,89939045,0
1779,89940325,0
1785,89941605,0
1800,89942885,0
1803,89944165,0
1806,89945445,0
1824,89946725,0
1833,89948005,0
1845,89949285,0
1848,89950565,0
1854,89951845,0
1869,89953125,0
1872,89954405,0
1875,89955685,0
1893,89956965,0
1902,89958245,0
1914,89959525,0
1917,89960805,0
1923,89962085,0
1938,89963365,0
1941,89964645,0
1944,89965925,0
1962,89967205,0
1971,89968485,0
1983,89969765,0
1986,89971045,0
1992,89972325,0
2007,89973605,0
2013,89974885,0
2019,89976165,0
2034,89977445,0
2040,89978725,0
2055,89980005,0
2058,89981285,0
2061,89982565,0
2079,89983845,0
2088,89985125,0
2094,89986405,0
2097,89987685,0
2115,89988965,0
2121,89990245,0
2136,89991525,0
2139,89992805,0
2142,89994085,0
2160,89995365,0
2163,89996645,0
2166,89997925,0
2184,89999205,0
2190,90000485,0
2205,90001765,0
2208,90003045,0
2211,90004325,0
2229,90005605,0
2235,90006885,0
2238,90008165,0
2247,90009445,0
2250,90010725,0
2253,90012005,0
2271,90013285,0
2274,90014565,0
2277,90015845,0
2295,90017125,0
2301,90018405,0
2316,90019685,0
2319,90020965,0
2322,90022245,0
2340,90023525,0
2346,90024805,0
2349,90026085,0
2358,90027365,0
2370,90028645,0
2373,90029925,0
2379,90031205,0
2394,90032485,0
2397,90033765,0
2400,90035045,0
2418,90036325,0
2427,90037605,0
2439,90038885,0
2442,90040165,0
2448,90041445,0
2460,90042725,0
2463,90044005,0
2469,90045285,0
2484,90046565,0
2487,90047845,0
2490,90049125,0
2508,90050405,0
2517,90051685,0
2529,90052965,0
2532,90054245,0
2538,90055525,0
2553,90056805,0
2556,90058085,0
2559,90059365,0
2577,90060645,0
2586,90061925,0
2598,90063205,0
2601,90064485,0
2607,90065765,0
2622,90067045,0
2628,90068325,0
2631,90069605,0
2646,90070885,0
2655,90072165,0
2667,90073445,0
2670,90074725,0
2676,90076005,0
2691,90077285,0
2694,90078565,0
2697,90079845,0
2715,90081125,0
2724,90082405,0
2736,90083685,0
2739,90084965,0
2745,90086245,0
2760,90087525,0
2763,90088805,0
2766,90090085,0
2784,90091365,0
2793,90092645,0
2805,90093925,0
2808,90095205,0
2814,90096485,0
2829,90097765,0
2832,90099045,0
2835,90100325,0
2853,90101605,0
2862,90102885,0
2874,90104165,0
2877,90105445,0
2883,90106725,0
2898,90108005,0
2901,90109285,0
2907,90110565,0
2922,90111845,0
2931,90113125,0
2943,90114405,0
2946,90115685,0
2952,90116965,0
2967,90118245,0
2970,90119525,0
2973,90120805,0
2991,90122085,0
3000,90123365,0
3012,90124645,0
3015,90125925,0
3021,90127205,0
3036,90128485,0
3039,90129765,0
