0,15,0,230,230,122,42,340,0
3,5,0,457,457,94,42,180,0
6,5,0,1143,1142,3,42,868,0
9,10,0,16,15,28,42,468,0
12,5,0,448,448,80,42,52,0
24,5,0,2494,2493,0,42,260,0
27,10,0,2494,2494,0,42,260,0
30,15,0,2493,2493,0,42,260,0
33,10,0,2494,2494,0,42,260,0
36,5,0,2493,2493,0,42,260,0
42,5,0,2650,2649,0,42,836,0
47,10,0,2651,2651,0,42,836,0
51,15,0,2650,2649,0,42,836,0
54,10,0,2651,2651,0,42,836,0
57,5,0,2650,2649,0,42,836,0
69,5,0,2820,2820,0,42,804,0
72,10,0,2827,2826,0,42,804,0
75,15,0,2821,2820,0,42,804,0
78,10,0,2827,2826,0,42,804,0
81,5,0,2821,2820,0,42,804,0
93,5,0,3066,3066,0,42,772,0
96,10,0,3071,3071,0,42,772,0
99,15,0,3068,3067,0,42,772,0
102,10,0,3071,3070,0,42,772,0
105,5,0,3067,3067,0,42,772,0
111,5,0,3299,3299,0,42,324,0
117,10,0,3302,3302,0,42,324,0
120,15,0,3300,3300,0,42,324,0
123,10,0,3302,3302,0,42,324,0
126,5,0,3300,3300,0,42,324,0
137,5,0,3450,3450,0,42,292,0
141,10,0,3451,3451,0,42,292,0
144,15,0,3451,3450,0,42,292,0
147,10,0,3451,3451,0,42,292,0
150,5,0,3451,3450,0,42,292,0
156,5,0,3688,3688,0,42,868,0
159,10,0,3689,3689,63,42,868,0
165,15,0,3689,3688,63,42,868,0
168,10,0,3689,3689,0,42,868,0
171,5,0,3689,3688,0,42,868,0
180,5,0,3850,3850,0,42,836,0
185,10,0,3851,3850,0,42,836,0
189,15,0,3850,3850,0,42,836,0
192,10,0,3851,3851,0,42,836,0
195,5,0,3850,3850,0,42,836,0
207,5,0,4088,4087,0,42,804,0
210,10,0,4088,4088,0,42,804,0
213,15,0,4088,4088,0,42,804,0
216,10,0,4088,4088,0,42,804,0
219,5,0,4088,4087,0,42,804,0
225,10,0,243,243,0,42,356,0
234,5,0,240,239,0,42,1012,0
237,10,0,243,243,127,42,1012,0
243,15,0,240,239,127,42,1012,0
246,10,0,397,396,0,42,1012,0
249,5,0,240,239,0,42,1012,0
258,5,0,554,554,0,42,980,0
264,10,0,554,554,0,42,980,0
267,15,0,554,554,0,42,980,0
270,10,0,556,555,0,42,980,0
273,5,0,554,554,0,42,980,0
285,5,0,792,791,127,42,948,0
288,10,0,792,792,127,42,948,0
291,15,0,792,791,127,42,948,0
294,10,0,792,792,127,42,948,0
297,5,0,792,792,127,42,948,0
303,5,0,1032,1032,127,42,500,0
306,10,0,1033,1032,127,42,500,0
312,15,0,1032,1032,127,42,500,0
315,10,0,1032,1032,0,42,500,0
318,5,0,1032,1032,127,42,500,0
327,5,0,1192,1192,127,42,468,0
333,10,0,1193,1193,127,42,468,0
336,15,0,1192,1192,127,42,468,0
339,10,0,1193,1192,127,42,468,0
342,5,0,1192,1192,127,42,468,0
354,5,0,1433,1432,127,42,436,0
357,10,0,1433,1432,127,42,436,0
360,15,0,1433,1432,127,42,436,0
363,10,0,1433,1432,127,42,436,0
366,5,0,1432,1432,127,42,436,0
372,5,0,1673,1673,127,42,1012,0
375,10,0,1675,1674,127,42,1012,0
381,15,0,1674,1673,127,42,1012,0
384,10,0,1675,1674,127,42,1012,0
387,5,0,1673,1673,127,42,1012,0
396,5,0,1835,1834,0,42,980,0
402,10,0,1836,1836,0,42,980,0
405,15,0,1835,1834,0,42,980,0
408,10,0,1836,1836,31,42,980,0
411,5,0,1835,1834,0,42,980,0
423,5,0,2075,2074,0,42,948,0
426,10,0,2078,2078,0,42,948,0
429,15,0,2075,2075,0,42,948,0
432,10,0,2079,2079,0,42,948,0
435,5,0,2074,2074,0,42,948,0
441,10,0,2315,2315,127,42,500,0
450,5,0,2313,2313,0,42,132,0
455,10,0,2315,2314,0,42,132,0
459,15,0,2314,2313,0,42,132,0
462,10,0,2479,2479,0,42,132,0
465,5,0,2314,2313,0,42,132,0
477,5,0,2633,2633,0,42,100,0
480,10,0,2634,2634,0,42,100,0
483,15,0,2633,2633,0,42,100,0
486,10,0,2634,2634,0,42,100,0
489,5,0,2633,2633,0,42,100,0
495,5,0,2874,2873,0,42,676,0
498,10,0,2875,2875,0,42,676,0
503,15,0,2874,2873,0,42,676,0
507,10,0,2875,2874,0,42,676,0
510,5,0,2874,2873,0,42,676,0
519,5,0,3034,3033,0,42,644,0
525,10,0,3035,3035,0,42,644,0
528,15,0,3034,3033,0,42,644,0
531,10,0,3035,3034,0,42,644,0
534,5,0,3033,3033,0,42,644,0
545,5,0,3293,3293,0,42,612,0
549,10,0,3295,3295,0,42,612,0
552,15,0,3293,3292,0,42,612,0
555,10,0,3295,3295,0,42,612,0
558,5,0,3293,3293,0,42,612,0
564,10,0,3524,3524,0,42,164,0
573,5,0,3522,3522,0,42,820,0
576,10,0,3617,3616,0,42,820,0
