#,Col,Row,ToT,TS,Amp,RO_Time
1,0,0,0,2730,85,4815
2,9,313,-725,42,13,10490
3,13,81,-1025,48,7,10690
4,14,124,-825,44,11,10740
5,15,70,-975,47,8,10790
6,16,91,-825,44,11,10840
7,19,256,-775,43,12,10890
8,20,106,-875,45,10,10940
9,25,161,-825,44,11,10990
10,27,106,-825,44,11,11040
11,9,312,-1125,50,5,11239
12,12,84,-1275,53,2,11289
13,14,145,-1375,55,0,11339
14,16,47,-1175,51,4,11389
15,21,284,-1075,49,6,11439
16,0,26,-1400,73,17,11639
17,4,255,-1400,63,7,11689
18,6,194,-1400,71,15,11738
19,10,275,-1400,61,5,11767
20,13,254,-1400,70,14,11816
21,17,199,-1400,68,12,11866
22,19,268,-1400,77,21,11916
23,22,121,-1400,70,14,11966
24,28,239,-1400,63,7,12016
25,5,292,-1400,80,24,12216
26,6,309,-1400,73,17,12266
27,7,11,-1400,94,38,12316
28,12,167,-1400,94,38,12366
29,15,236,-1400,92,36,12415
30,16,131,-1400,83,27,12465
31,19,66,-1400,88,32,12515
32,23,176,-1400,89,33,12565
33,28,13,-1400,92,36,12615
34,1,314,-1400,103,47,12815
35,3,216,-1400,100,44,12865
36,7,30,-1400,80,24,12915
37,10,133,-1400,102,46,12965
38,16,233,-1400,92,36,13015
39,17,236,-1400,107,51,13064
40,19,308,-1400,73,17,13114
41,21,108,-1400,105,49,13164
42,26,64,-1400,106,50,13214
43,28,256,-1400,107,51,13264
44,3,61,875,138,82,13464
45,4,256,725,141,85,13514
46,5,278,-1400,122,66,13564
47,7,100,-1400,95,39,13614
48,9,227,825,139,83,13663
49,11,112,825,139,83,13692
50,12,98,-1400,123,67,13741
51,13,49,875,138,82,13791
52,16,46,875,138,82,13841
53,17,273,-1400,100,44,13891
54,18,163,-1400,125,69,13941
55,24,267,-1400,125,69,13991
56,2,186,625,143,87,14191
57,6,146,-425,164,108,14241
58,8,134,275,150,94,14291
59,10,220,-175,159,103,14341
60,11,241,1025,135,79,14390
61,13,137,25,155,99,14440
62,14,36,-525,166,110,14490
63,17,161,-25,156,100,14540
64,18,242,-1400,122,66,14590
65,19,105,625,143,87,14640
66,26,37,-375,163,107,14690
67,1,281,-1175,179,123,14890
68,2,269,-775,171,115,14940
69,3,228,-1400,190,121,14989
