#Simulation runs: 5000-5100
#Sensor Centre Position : x0 = 146 	y0 = 12
#Sensor Dimensions : width (x edge-to-edge) = 20 	height (y edge-to-edge) = 20
#All distances in units of mm
#Quadrant Definition: (x,y) : (+,+) := Quad 1 	(-,+) := Quad 2 	(-,-) := Quad 3 	(+,-) := Quad 4.
#Assumed symmetry: The corresponding sensor in each quadrant has been reflected (x,y)->(x_sym,y_sym)=(|x|,|y|) into Quad 1 (or the Quadrant containing (x0,y0)) before taking local coordinates (x_sym-x0,y_sym-y0) to obtain 4-fold increase in statistics.
#Note that where symmetry has been exploited	the original quadrant is specified for each entry	allowing original whole-detector spatial coordinates (x,y) to be reconstructed.
#The unique event number identifies a distinct event (in a distinct run) in the simulation.
#Energy: Energy deposited by the particle generating the hit as it traverses the SciFi composite material. Units of MeV.
#Time: Time of flight	with start at p-p collision within bunch (not the time of bunch centre). Units of ns.
#unq_evt_num	layer	Quadrant	x_sym-x0	y_sym-y0	t_coll	energy
54	1	4	-2.6591	-7.8331	26.1604	0.2254
54	2	4	4.9478	-7.7547	26.8607	0.2760
54	1	1	-2.4591	-5.6346	26.1624	0.2404
54	2	1	8.1760	-5.3071	26.8631	0.2473
54	1	3	6.2001	2.5518	26.1607	0.2228
54	3	2	-4.5432	-0.2472	28.4726	0.2708
54	2	4	-3.0736	7.4817	26.8659	0.2071
54	6	3	-3.0946	-9.3672	31.4257	0.2408
54	6	2	-1.9026	8.7647	31.4551	0.2255
54	6	4	4.1946	7.1003	31.3700	0.2233
54	3	3	-4.8209	-3.9705	28.3626	0.2335
54	4	3	0.2855	-3.7660	29.0626	0.1978
54	5	1	9.0528	6.7714	30.8175	0.2204
54	2	2	1.2007	-1.5287	27.0303	0.2117
54	5	2	-4.3295	4.2065	30.8855	0.2870
54	6	2	5.3044	4.8385	31.5860	0.2700
54	4	3	0.1684	-8.7534	29.3757	0.3646
54	4	3	-1.4801	-9.6972	29.5570	0.2814
54	5	3	-6.6696	-4.8300	30.7665	0.2133
54	6	3	2.4783	-4.6971	31.4670	0.2246
54	5	3	2.7855	8.1169	30.7690	0.2140
54	3	4	-8.2477	-2.4611	28.4766	0.3399
54	4	4	-2.3544	-2.2818	29.1767	0.2242
54	5	1	1.3145	-9.7492	30.7627	0.2116
54	6	1	3.0852	-4.5092	31.4629	0.2490
54	1	3	-5.6506	9.9070	26.2035	0.2334
54	4	3	-1.2284	9.7396	28.8574	0.2115
54	1	4	-7.9375	-2.0076	26.2550	0.3688
54	2	4	-0.0243	-1.7453	26.9553	0.2335
54	1	4	-7.5247	-2.4533	26.2559	0.3957
54	1	1	0.0939	-0.7660	26.2624	0.2582
54	3	1	-5.5924	5.9132	28.3079	0.2280
54	6	1	-4.5768	-7.9339	31.4764	0.2480
54	5	4	2.9548	9.0163	30.7377	0.2407
55	3	3	3.9656	-7.8939	28.0910	0.2465
55	3	2	-4.1174	-9.2825	28.3516	0.2392
55	6	4	-3.2612	9.5065	31.3402	0.5392
55	2	4	3.8165	8.1887	26.7900	0.2711
55	5	3	-7.2567	-1.6518	30.4642	0.2434
55	6	4	8.3228	8.5902	31.2292	0.8072
55	3	4	4.2021	8.4809	28.3972	0.1992
55	1	3	5.9503	-5.8446	25.9286	0.2671
55	5	2	-1.5644	-3.4543	30.5048	0.2410
55	6	2	8.3528	-3.3089	31.2054	0.2081
55	1	1	-0.8070	-4.4652	25.9498	0.2636
55	1	4	4.6087	-5.0714	25.9713	0.3067
55	6	2	2.0278	-7.9442	31.2096	0.2426
55	4	1	-4.7162	-9.6758	29.0455	0.2727
55	1	1	-8.8434	8.7295	26.0708	0.2665
55	2	1	2.2626	9.2217	26.7716	0.2113
55	3	2	8.9774	-4.1411	28.1479	0.2695
55	5	2	-9.9716	8.3798	30.4116	0.2542
55	6	2	-4.4780	8.9058	31.1117	0.2422
55	5	3	-8.9994	7.7780	30.4118	0.3091
55	6	3	-2.8183	8.2002	31.1119	0.3472
55	1	2	8.6404	-3.0000	25.8530	0.2334
55	6	2	-6.3526	-1.8983	31.1202	0.2298
55	1	1	2.7897	-9.4101	26.2619	0.3103
55	2	1	7.8657	-9.3819	26.9620	0.2284
55	1	1	-8.9520	-9.4130	26.2615	0.0411
55	5	1	-7.0012	-7.6670	30.3158	0.2256
55	6	1	5.5182	-8.4606	31.0169	0.2152
55	2	3	-3.0594	-7.6693	26.4544	0.8656
55	2	2	-8.9306	-8.3166	26.4439	0.7114
55	3	3	4.0996	-1.7037	28.8742	0.2233
55	5	1	-3.2899	-3.1572	30.6000	0.2218
55	6	1	2.2940	-2.9393	31.3001	0.3320
55	3	4	-5.1516	8.0010	28.1846	0.2467
55	4	4	5.3556	6.0243	28.8854	0.4983
55	1	3	-5.6122	5.3349	26.2252	0.2377
55	2	3	7.2793	5.9958	26.9263	0.2201
55	5	4	1.2672	1.6948	30.7820	0.2747
55	5	2	-2.6550	-7.8025	31.0224	0.2645
55	5	3	1.0576	-2.0122	30.6055	0.2620
55	6	3	8.4697	-2.2887	31.3057	0.2524
55	3	1	-3.2774	4.7463	28.7701	0.2891
55	6	4	1.5239	-4.1747	31.7474	0.1881
55	3	2	-4.4077	0.3830	28.8353	0.2063
55	6	4	0.8918	-4.1677	31.7473	0.2521
55	2	2	-1.6737	-3.1252	26.8487	0.3631
55	3	4	-5.0928	-0.1566	28.7449	0.2510
55	4	4	2.6669	9.1733	29.1855	0.2367
55	6	2	-5.8187	9.9339	31.4205	0.2077
55	1	1	7.3859	3.6279	25.8137	0.3097
56	3	3	3.8929	-4.8921	27.9440	0.3934
56	5	4	-1.4364	5.8154	30.6841	0.4510
56	2	1	0.3869	-7.2643	26.5123	0.2906
56	4	1	-8.1537	-6.5130	28.7758	0.2307
56	5	1	0.7984	-6.3913	30.3602	0.2118
56	6	1	5.7406	-6.4092	31.0602	0.2403
56	1	3	-9.4396	-7.9778	26.1579	0.2263
56	5	3	2.7705	1.5541	30.8621	0.2150
56	3	2	-6.0715	-7.9912	28.5005	0.2729
56	2	2	-5.7660	-0.0693	26.7575	0.4097
56	4	1	-1.3722	7.2120	29.2053	0.2535
56	1	3	-4.8542	6.4482	26.1002	0.2056
56	2	3	1.3897	6.8933	26.8004	0.3039
56	2	2	3.0967	-1.5610	26.5099	0.2068
56	2	3	0.9805	1.4053	30.4969	0.2706
56	3	1	-4.3397	-5.5503	28.3842	0.2352
56	4	1	6.1892	-4.1112	29.0850	0.2618
56	1	1	-4.1546	3.5822	26.1102	0.2303
56	4	2	-6.5623	1.7375	28.7766	0.4874
56	5	4	4.7608	-5.0958	31.3138	0.2275
56	4	1	-8.1537	-6.5130	28.7758	0.1181
56	5	1	-0.9655	-6.2288	30.3601	0.2130
56	6	1	1.9515	-6.0668	31.0600	0.2373
56	3	1	1.7930	-6.5739	28.3805	0.2844
56	3	1	-1.8422	-0.1943	28.3800	0.2676
56	4	1	-7.1480	-6.5534	29.0793	0.2309
56	4	4	-0.4099	-5.2866	29.0617	0.2115
56	1	3	-3.6617	1.3015	25.9829	0.3225
56	2	2	-8.7543	0.0843	26.6821	0.3260
56	6	3	-4.6654	-8.7774	31.5160	0.3980
56	3	1	-0.4396	4.0458	28.2855	0.2433
56	4	1	9.7462	5.4929	28.9862	0.5273
56	6	3	4.1574	-5.1562	31.2648	0.2591
56	3	3	1.9528	-9.4661	28.2801	0.2171
56	4	3	8.8544	-9.4476	28.9803	0.2251
56	6	3	1.8278	-8.1997	31.2642	0.2356
56	2	3	6.4612	-9.9093	26.8982	1.2922
56	6	3	-6.4283	-1.4233	31.4489	0.3125
56	4	2	5.7658	4.4774	34.8616	0.6979
56	1	2	6.1705	-7.7466	25.9397	0.4111
56	4	2	1.3321	3.8372	28.9912	0.2223
56	3	3	-1.4787	-9.5960	28.2956	0.2523
56	3	3	-1.3996	-9.5565	28.2991	0.1477
56	5	4	-3.4160	1.4150	30.5958	0.2061
56	6	4	1.9739	1.5261	31.2958	0.2846
57	3	4	-8.7668	1.1280	28.0632	0.2122
57	4	4	1.3662	1.5589	28.7638	0.2467
57	4	4	1.9315	2.0155	28.7648	0.3696
57	6	3	-1.5058	-6.0827	31.3289	0.5123
57	5	4	1.3961	-7.8340	30.5787	0.3379
57	6	4	7.5545	-8.0275	31.2788	0.3733
57	5	2	3.1746	-1.6582	30.5436	0.2590
57	5	2	-6.8492	-3.8933	30.5400	0.3410
57	6	2	0.7666	-3.7591	31.2403	0.2692
57	3	4	-7.0180	-6.1818	28.2535	0.2131
57	4	4	0.0668	-6.0683	28.9538	0.2181
57	1	3	-7.5250	2.0493	25.9783	0.1885
57	2	3	-0.3815	3.0327	26.6786	0.2222
57	1	4	-0.1016	9.6870	25.7311	0.2441
57	6	1	-9.3763	6.2158	31.4729	1.0138
57	6	4	4.8042	-9.8632	31.5077	1.0399
57	2	1	-3.8843	-2.6048	26.7866	0.2297
57	5	2	9.8244	3.2542	30.4559	0.4448
57	6	4	-9.5689	-5.1319	31.5471	0.2164
57	6	1	-5.9474	-2.2120	31.3301	0.2322
57	4	3	1.0295	6.9969	29.1333	1.8174
57	2	3	-4.5393	6.4958	26.8503	0.2054
57	4	1	-5.1462	6.7589	29.1107	0.2323
57	1	1	-6.3402	-5.9465	26.1404	0.2724
57	6	3	7.4838	3.1191	31.4260	0.2427
57	1	2	4.7342	6.6386	26.2866	0.2887
57	3	1	5.0650	6.3778	28.4130	0.2336
57	5	1	9.6035	-3.5310	30.5784	0.2011
57	1	2	-0.4042	1.9608	26.0103	0.2367
57	4	4	-0.1097	3.4214	28.9910	1.2770
57	1	2	-9.7914	-9.6468	25.9836	0.2080
57	1	1	-5.6387	-2.7733	26.0995	0.2933
57	3	4	6.6606	-3.0461	28.6607	0.1964
57	1	4	3.7908	2.7798	26.9633	0.3347
57	2	2	-8.0640	4.5952	27.7267	0.3289
57	4	3	6.0742	7.1730	33.9643	0.0013
57	5	2	-3.9518	1.7152	30.9606	0.2415
57	6	2	4.4626	4.9780	31.6533	0.6089
57	1	3	2.3147	4.9516	26.1427	0.3423
57	5	1	-6.2100	8.8573	30.6043	0.2072
57	6	1	1.2538	8.4147	31.3046	0.2041
57	5	1	4.3682	-6.5730	30.6041	0.2069
58	5	3	-9.1029	-0.2470	30.6179	0.3642
58	6	3	-0.2728	0.0628	31.3183	0.2883
58	2	4	-9.6795	2.5951	26.8681	0.2386
58	2	1	7.6523	0.1476	26.8209	0.2059
58	4	1	-8.4160	-9.1787	28.9732	0.2058
58	5	4	-1.3409	0.0363	30.5593	0.2328
58	6	4	2.0937	6.6518	31.2596	0.2314
58	2	2	2.4948	-0.1521	26.6632	0.2278
58	2	3	-9.2218	-9.4815	26.6622	0.2023
58	2	2	-8.4011	0.6935	26.6609	0.2193
58	3	2	2.2419	-4.4507	28.6073	2.8105
58	3	2	4.1422	-6.4597	28.5905	0.6312
58	3	2	4.5728	-3.8942	28.6017	1.7454
58	3	2	3.3813	-6.5648	28.5898	0.8134
58	3	2	2.9599	-5.1098	28.5879	0.3345
58	3	2	5.8060	-6.7604	28.5911	0.4034
58	3	2	3.7342	-5.4235	28.5877	0.2867
58	3	2	3.3516	-6.1003	28.5859	0.9769
58	3	2	2.5724	-4.9464	28.5877	0.2638
58	1	4	5.4795	9.4523	26.2350	0.2162
58	3	3	-6.6845	0.6225	28.5087	0.2078
58	4	3	0.3651	0.9912	29.2090	0.2919
58	2	1	7.3977	-2.6397	27.5147	2.4064
58	3	1	-2.3726	-2.0173	28.4352	0.2056
58	4	1	2.7930	-1.2544	29.1353	0.2253
58	2	3	-1.9720	-1.6870	26.9092	0.2661
58	2	3	-9.2282	-2.8897	26.8163	0.2386
58	3	3	8.3624	-2.3312	28.3925	0.5002
58	3	4	-0.3638	-6.9423	28.5013	0.2308
58	5	2	-2.7002	-6.5276	32.2487	0.5130
58	4	3	-7.9343	2.3921	29.1886	0.2968
58	4	3	-6.1938	1.7777	29.1886	0.2124
58	2	4	-3.7359	1.0636	26.8279	0.2388
58	2	4	-3.7648	1.0231	26.8279	0.2255
58	3	3	8.9965	0.6478	30.1874	2.5728
58	2	2	-2.5089	-4.9138	26.6401	0.2712
58	6	3	5.3543	3.5259	31.1930	0.0876
58	4	3	-0.5004	-3.0299	28.9056	0.2171
58	4	3	2.4385	-5.3303	28.9072	0.2271
58	6	3	5.3543	3.5259	31.1930	0.0851
58	4	3	5.5060	-5.3402	28.9064	0.2122
58	6	1	-7.7663	1.2530	31.3901	0.2251
58	1	2	2.2992	8.6384	26.1398	0.3556
58	1	4	7.1006	-1.9302	26.1338	0.2129
58	2	4	4.3746	-1.6521	26.8337	0.1964
58	3	4	-2.2695	-1.0706	28.4090	0.2288
58	4	4	-5.3762	-0.8314	29.1089	0.4814
58	2	1	9.6742	-3.4903	27.0844	0.2304
58	1	1	-6.4330	4.3528	25.9543	0.2807
58	2	1	2.3969	4.9621	26.6551	0.2009
58	1	2	-5.2316	-9.0528	27.5685	0.2627
58	1	2	-6.3822	1.1136	26.5102	0.2458
58	2	3	-0.5324	-0.9391	27.0930	0.2075
58	2	2	6.6177	2.5979	27.0970	0.2315
58	2	3	-5.8789	-7.0936	27.0966	0.4829
58	5	4	2.4442	-2.8853	30.7674	0.2541
58	6	4	8.7092	-2.8041	31.4675	0.2613
58	5	2	-3.5390	-8.8039	30.7073	2.6780
58	6	2	0.8384	7.8265	31.0634	0.2272
58	6	3	6.3586	-7.7834	31.0574	0.3065
58	3	2	3.6341	4.2490	28.1944	0.2259
58	2	2	-2.3318	-0.8786	26.5735	0.2493
58	5	3	-8.4128	-2.8418	30.4295	0.2420
58	6	3	-4.1981	-2.6127	31.1295	0.2126
58	3	1	4.9756	0.7470	28.1500	0.2516
58	3	4	5.0786	-1.1202	28.5306	0.2377
58	5	3	-0.4953	7.1635	30.6839	0.2582
58	6	3	6.7655	7.5437	31.3841	0.2344
58	3	4	-4.2211	2.3606	28.4028	0.8609
58	4	4	4.1968	3.0297	29.1033	0.9179
59	5	3	0.7289	7.6605	30.5528	0.2223
59	6	3	7.0631	8.1065	31.2529	0.2301
59	1	3	-2.5326	2.2447	26.2318	0.1992
59	6	1	-9.9452	-2.2546	31.4837	0.2657
59	4	1	-6.1075	3.3882	28.9889	0.1930
59	4	1	3.6032	-1.7124	29.0006	0.3139
59	4	3	-6.3808	-9.9360	29.1527	0.2522
59	3	3	-8.3482	-9.9877	28.4243	0.2280
59	4	3	-1.7712	-9.9298	29.1244	0.2671
59	3	3	-7.6138	-9.8290	28.4251	0.4967
59	3	1	-5.2450	7.9912	28.4310	0.3120
59	4	1	5.8161	8.4188	29.1319	0.2267
59	2	2	1.4393	-8.7665	27.2823	0.2431
59	6	2	9.4036	-9.8661	31.3901	0.3002
59	6	2	9.3345	-9.9111	31.3898	0.2388
59	6	4	2.2662	2.2010	31.2529	0.2856
59	6	4	2.4656	2.2499	31.2571	0.0098
59	2	4	-9.9258	-3.9445	27.0099	0.2197
59	3	4	7.1768	-6.0697	28.5862	0.2061
59	5	1	-8.3354	1.0724	30.4658	0.2662
59	6	1	9.1705	1.5479	31.1681	0.2282
59	6	3	-2.4587	-4.8241	31.1509	0.3974
59	1	2	-5.8449	-4.7563	26.0009	0.2073
59	2	2	2.6450	-4.6865	26.7013	0.2131
59	5	4	2.9347	3.0093	30.5613	0.2289
59	5	4	6.7169	2.9411	30.6972	0.3211
59	2	4	3.3978	0.5189	27.0118	0.3104
59	1	4	-2.2294	-1.1532	26.2733	0.2361
59	2	4	-5.5653	-0.8474	26.9732	0.1998
59	2	4	-5.5448	-0.8533	26.9735	0.1745
59	2	4	-5.5448	-0.8533	26.9735	0.2115
59	3	4	-6.5643	-0.1760	28.5483	0.2260
59	4	4	-3.6594	0.4341	29.2482	0.0419
59	5	4	8.5920	2.7178	30.8338	0.2225
59	2	3	-3.5994	5.9514	26.8612	0.2253
60	1	1	-1.3573	1.9284	26.1298	0.2536
60	1	4	-1.8281	-5.2807	26.1217	0.2325
60	2	4	8.3513	-5.0737	26.8224	0.3296
60	2	4	7.9398	-3.2965	26.8593	3.4427
60	3	1	-4.0399	9.2817	28.4021	0.2840
60	5	3	-0.2310	-6.3700	30.4370	0.2109
60	6	3	6.1053	-5.9064	31.1372	1.1824
60	1	3	-1.5194	0.5136	25.9470	0.8808
60	2	3	9.7753	0.8751	26.6478	0.2417
60	1	2	8.4330	9.6543	26.2185	0.4534
60	1	1	2.9394	7.0668	25.7663	0.2619
60	4	3	0.8377	-0.9202	28.7487	0.2000
60	6	2	8.1029	-9.5336	31.3890	0.3287
60	3	3	-4.6174	-0.0417	28.3587	0.2469
60	4	3	0.1193	0.2646	29.0587	0.5167
60	1	4	2.2001	-2.5623	26.3506	0.5688
60	2	3	5.0645	9.3462	26.9050	0.4096
60	1	1	0.8343	5.0327	26.1004	0.1930
60	6	4	-3.0120	6.9106	32.2362	0.9439
60	3	1	8.4319	-1.3208	28.3472	0.1902
60	4	2	0.0650	3.4383	30.5497	0.2596
60	3	4	-4.6160	5.0040	28.2816	0.2800
60	4	4	3.6204	5.5392	28.9821	0.2674
60	2	2	-4.2441	-6.6590	27.7273	0.2193
60	1	4	6.8018	7.2460	26.3833	0.3100
60	3	3	-3.6249	-3.6467	28.6480	0.2198
60	3	1	-7.8512	-0.7677	28.6486	0.2221
60	4	1	-0.5856	-0.4730	29.3488	0.2233
60	5	4	8.9862	4.8642	31.0174	0.4196
60	5	4	-0.4306	9.0430	31.8742	1.2559
60	3	4	-0.7417	6.0421	28.4083	0.2250
60	4	3	2.9787	3.7147	29.1050	0.2417
60	3	1	-3.3268	4.4088	28.4633	0.2364
60	4	3	0.4239	-4.0889	29.1013	0.2986
60	4	3	7.9036	-2.4366	29.1099	0.2366
60	3	4	7.0567	-8.7594	28.3714	0.2611
60	1	1	7.2735	-8.9816	25.8194	0.2172
61	6	4	-6.7066	1.2358	31.4345	0.2211
61	2	3	-9.5972	3.7320	26.8690	0.2400
61	2	3	-2.9076	-0.6550	26.8705	0.2399
61	3	1	-8.3093	7.6337	28.4267	0.2427
61	4	1	3.0248	7.5749	29.1276	0.2834
61	2	1	-9.5363	1.0347	26.9793	0.2205
61	3	1	-1.4407	8.8719	28.5871	0.2469
61	2	1	-6.1570	-1.6705	27.0447	0.2775
61	2	2	-5.5107	-7.4765	26.6474	0.2225
61	3	2	-9.0733	-8.0686	28.9102	5.8371
61	3	3	7.7518	-5.3627	28.5764	0.2877
61	4	4	2.9993	-0.2155	29.3973	0.2837
61	2	3	9.7294	7.1948	27.0345	0.2014
61	2	1	2.2879	5.2721	27.2754	0.2087
61	6	1	-7.2190	9.3383	31.1316	0.2233
61	6	4	-4.7546	-3.7314	31.2922	0.2437
61	1	1	-4.3042	5.7909	26.1108	0.4123
61	2	1	4.0225	6.2922	26.8112	0.4352
61	1	3	9.6490	7.8372	26.1105	0.6182
61	2	1	0.0547	-7.2185	26.8161	0.2333
61	4	2	-6.0699	-9.0530	29.0319	0.2080
61	5	2	-1.4717	9.2921	30.8039	0.2462
61	6	2	-5.3180	-7.3081	31.6006	0.2571
61	3	1	0.4125	-1.7906	28.6049	0.2262
61	3	1	6.5220	1.2198	28.6121	0.3252
61	4	4	9.7151	-5.4546	29.1654	0.2787
61	6	1	7.3394	4.4469	31.7264	0.1275
61	6	1	7.9435	4.0742	31.7289	0.2159
61	6	1	7.9435	4.0742	31.7289	0.5445
61	6	1	7.9435	4.0742	31.7289	2.1469
61	1	2	9.9264	-3.8268	26.1533	0.2578
62	3	2	1.8549	6.8992	28.3273	0.3426
62	1	1	4.9867	4.2950	26.0562	0.2204
62	4	1	-9.2444	-4.1890	29.9050	0.4425
62	5	3	-2.1899	-8.8971	30.7759	0.3566
62	6	3	5.2130	-8.7762	31.4762	0.2065
62	4	4	7.0050	3.3969	29.6182	0.2676
62	5	2	2.6806	-1.0346	30.6632	0.2499
62	6	2	8.9472	-0.6524	31.3633	0.2985
62	1	4	-8.2928	-5.2828	26.1334	0.2977
62	2	4	-6.7911	-6.9870	26.9700	0.2619
62	5	3	-0.5016	-0.4734	30.7692	0.3158
62	6	2	1.1638	-7.5413	31.4602	0.2935
62	5	3	-3.6062	-2.8104	30.7642	0.2487
62	5	3	-2.2069	-6.9259	30.8116	0.3093
62	6	3	2.8930	-6.8857	31.5116	0.3115
62	1	1	-4.5381	-2.0823	26.2537	0.2247
62	2	1	3.7133	-1.6732	26.9541	0.3381
62	3	1	2.4998	3.7184	28.4202	0.2196
62	3	1	1.8946	1.1954	28.4131	0.2741
62	4	1	9.4702	1.5324	29.1134	0.2438
62	1	4	-6.0734	4.0195	27.3474	0.3977
62	6	2	-7.8033	-1.4607	31.3485	0.2298
62	5	3	-1.5825	0.0015	30.6489	0.3687
62	1	1	-0.3131	-2.6538	26.1759	0.2607
62	2	1	9.8518	-2.3532	26.8767	0.4670
62	1	4	-9.4180	-9.6842	26.0948	0.2431
62	5	2	-1.5930	6.8956	30.6551	0.3051
62	4	4	-2.4216	-7.1422	29.1118	0.3424
62	2	1	-3.1149	6.1852	27.5901	0.3832
62	1	2	-8.5063	-7.8578	26.0178	0.2221
62	2	2	1.2051	-7.7545	26.7184	0.2169
62	2	4	-3.8493	2.9062	27.1410	0.2311
62	4	3	-3.2751	-9.9323	29.0416	0.3220
62	2	1	-5.1335	-7.4946	27.2790	0.4565
62	5	4	9.0550	-9.7908	30.4811	0.2478
62	1	2	7.8292	-0.9027	26.1184	0.2008
62	5	3	8.8874	-8.3410	30.7415	0.3280
62	1	4	9.4909	1.4094	26.1777	0.2011
62	1	1	6.1789	5.3174	25.9498	0.5726
62	3	1	-8.0892	9.2052	28.2205	0.2831
62	2	1	3.2134	8.8749	26.6500	0.2450
62	1	1	1.4963	5.6666	25.9541	0.2035
62	6	4	5.1689	6.5610	31.2049	0.2508
62	4	4	3.1569	4.2328	28.9227	0.2089
63	3	3	2.6888	-5.2294	28.6436	0.3731
63	1	4	2.5051	9.8880	26.0279	0.2037
63	3	2	-2.0098	-5.0524	28.4525	0.2003
63	4	2	7.9652	-4.9602	29.1533	0.2635
63	3	3	5.0529	-1.5167	28.4458	0.2040
63	5	2	9.8596	-2.9607	30.6627	0.2213
63	2	2	-9.0148	-8.0005	26.8170	0.2808
63	2	2	6.9096	2.6465	26.7249	0.2315
63	5	3	-2.0653	-1.5949	30.4914	0.1928
63	6	3	5.9171	-1.2673	31.1917	0.3068
63	5	2	-0.7896	0.5797	30.6046	0.5016
63	6	2	8.0577	0.8326	31.3051	0.2436
63	2	4	-0.8152	-6.4583	26.5382	0.2618
63	6	4	-0.2017	0.4352	31.6089	0.3491
63	5	3	-2.9115	5.9715	30.9359	0.2189
63	1	2	-7.3356	-6.4559	26.0674	0.0795
63	2	2	1.3044	-6.2593	26.7678	0.2673
63	1	2	-7.3164	-6.4555	26.0689	0.2371
63	5	2	5.7044	-3.2253	30.7615	0.2913
63	2	4	-5.2706	4.9690	26.4660	0.2134
63	1	1	-1.7469	7.3248	26.3491	1.5552
63	3	2	-3.7354	-8.0902	28.5111	0.3134
63	6	3	-6.2800	-2.5754	31.3534	0.2187
63	3	4	5.8034	1.0576	28.3297	0.2226
63	1	2	-3.7248	-3.6193	26.0009	0.3121
63	2	2	2.7004	-3.3354	26.7011	0.1890
63	3	4	4.1545	-3.1987	28.3296	0.3685
63	2	4	-9.4720	-2.0517	26.6800	0.2953
63	3	4	-2.2679	9.1749	28.2576	0.3306
63	1	4	6.6019	-0.1391	26.0692	0.2374
64	2	4	-3.0553	-0.9652	26.8145	0.2141
64	1	4	2.4877	2.9684	26.0657	0.2044
64	3	2	0.4822	-8.8922	28.3681	0.2522
64	5	4	6.7377	-9.5997	30.6517	0.2620
64	1	2	2.5058	-8.2050	25.8514	0.2417
64	1	4	-3.5421	-5.0902	26.0713	0.2483
64	3	2	1.0085	-0.6340	28.3461	0.2712
64	2	3	-4.1960	9.7305	26.8310	0.2399
64	1	3	6.7134	6.0508	25.6679	0.2077
64	2	3	7.6676	6.5375	26.3679	0.2576
64	3	3	9.5832	7.6258	27.9432	0.2797
64	1	4	4.1640	-0.0709	26.1803	0.3908
64	1	3	-9.0514	9.6118	26.0174	0.2478
64	2	3	-8.9954	9.5745	26.7154	0.2532
64	2	3	-8.8789	9.5779	26.7196	0.0089
64	3	4	-5.6914	7.9103	28.2799	0.2708
64	4	4	6.9320	8.3965	28.9820	0.2084
64	6	2	-3.4032	3.5842	31.3412	0.2250
64	5	2	-5.8822	-3.8261	30.6414	0.3048
64	4	2	-4.1295	4.3194	29.0730	1.1504
64	1	4	7.3429	-7.7158	26.1817	0.2838
64	2	3	-6.9144	-1.0690	26.6911	0.3185
64	2	3	-6.8900	-1.0377	26.6911	0.2410
64	3	4	-8.9512	6.5885	28.2652	0.3026
64	4	4	-4.2970	7.0756	28.9652	0.2326
64	5	4	6.2955	8.1652	30.5507	0.3198
64	6	2	-4.9571	1.7121	31.3211	0.2283
64	2	3	-2.1381	-9.3404	26.6968	0.3585
64	1	2	-1.4803	4.9135	26.0625	0.1993
64	3	3	6.3297	-0.4061	28.4629	0.2114
64	3	4	0.9712	-2.1789	28.4647	0.2318
64	2	1	1.0344	-3.4138	27.1996	0.2899
64	3	2	6.4679	-1.5530	28.6781	0.4647
64	5	2	-5.3661	-4.4878	32.1650	0.3122
64	3	3	1.4277	9.0348	28.6240	0.2030
64	1	2	-4.1236	-8.4460	26.3325	0.2289
64	2	2	-1.2207	-7.6901	27.0324	0.8231
64	3	2	-3.2986	-6.2195	28.6075	0.1949
64	4	2	-7.4095	-5.5322	29.3075	0.2427
64	1	2	-4.1221	-8.4451	26.3325	0.1485
64	2	2	3.9394	-8.5205	27.0328	0.1977
64	1	4	-2.1692	6.4508	26.1580	0.1936
64	1	4	7.2948	8.6008	26.1810	0.3556
65	5	3	-4.6442	-7.0421	30.6852	0.2381
65	6	3	2.5600	-6.9650	31.3855	0.2770
65	2	2	-9.0687	-7.0035	26.9244	0.2737
65	3	1	-5.8180	-5.0479	28.5432	0.2108
65	6	2	2.7179	-7.5777	31.4443	0.3367
65	1	1	1.6165	-4.0082	26.2614	0.2206
65	3	2	-2.3687	6.7503	28.4272	0.2369
65	4	2	5.8536	7.0647	29.1276	0.2039
65	3	2	0.6797	-4.2581	28.4254	0.3980
65	4	2	7.2725	-4.0592	29.1256	0.2366
65	6	4	-9.8612	-1.1619	31.4225	0.2160
65	5	4	-7.8774	4.1812	30.6904	0.2215
65	6	4	-1.3726	4.5644	31.3905	0.2081
65	3	2	-4.2486	-1.1700	28.4557	0.3330
65	4	2	1.9608	-0.8620	29.1559	0.2172
65	2	4	3.4717	-2.8834	26.7413	0.4117
65	2	1	8.3242	-1.4740	26.8087	0.2210
65	3	1	-9.0752	-0.4931	28.3850	0.2040
65	5	3	0.2867	5.1087	30.7686	0.2643
65	6	3	9.2538	5.5232	31.4690	0.3887
65	6	1	-4.9360	6.6393	31.1257	0.2107
65	3	3	-8.0418	-2.7622	28.1411	0.2643
65	4	3	-0.4866	-2.6630	28.8414	0.2488
65	6	4	-8.4699	-3.8260	31.1245	0.2165
65	5	2	5.5295	-5.3804	30.8163	0.2472
65	2	3	-8.7217	-4.4902	27.2838	0.2497
65	5	4	-7.5171	-6.7244	30.0287	0.2175
65	6	4	2.6494	-6.7847	30.7294	0.2452
65	1	2	9.9453	-0.4737	26.2360	0.2997
65	3	2	5.4648	-7.3745	28.4863	0.1989
65	5	2	2.8910	-8.6200	30.7764	0.2172
65	6	4	-8.3675	5.4734	31.4887	0.2038
65	6	2	-6.3043	6.5299	31.7696	0.3145
65	3	3	-0.3846	4.5461	28.5207	1.1571
65	4	3	6.2063	4.9272	29.2209	0.2442
65	1	1	1.2516	9.0013	26.2230	0.3857
65	1	2	6.1531	6.2860	26.1811	0.0521
