#,Col,Row,ToT,TS,Amp,RO_Time
1,0,0,0,2730,85,4815
2,9,230,-725,42,13,10490
3,12,267,-675,41,14,10540
4,13,299,-725,42,13,10590
5,18,274,-725,42,13,10640
6,3,64,-975,47,8,10840
7,7,72,-1025,48,7,10890
8,11,205,-1025,48,7,10940
9,13,69,-875,45,10,10990
10,15,275,-925,46,9,11040
11,16,157,-1025,48,7,11089
12,19,126,-925,46,9,11139
13,20,75,-875,45,10,11189
14,22,83,-825,44,11,11239
15,23,280,-825,44,11,11289
16,27,259,-975,47,8,11339
17,0,217,-1125,50,5,11539
18,2,230,-1400,61,5,11589
19,5,41,-1400,58,2,11639
20,6,251,-1125,50,5,11689
21,7,200,-1175,51,4,11738
22,9,168,-1275,53,2,11767
23,10,166,-1400,61,5,11816
24,13,7,-1400,58,2,11866
25,14,284,-1175,51,4,11916
26,16,198,-925,46,9,11966
27,20,190,-975,47,8,12016
28,22,216,-1400,62,6,12066
29,23,12,-1375,55,0,12116
30,26,57,-1400,60,4,12166
31,1,265,-1400,81,25,12366
32,2,243,-1400,85,29,12415
33,3,215,-1400,77,21,12465
34,4,48,-1400,72,16,12515
35,5,196,-1400,58,2,12565
36,6,63,-1400,82,26,12615
37,7,258,-1400,63,7,12665
38,8,201,-1400,64,8,12715
39,9,131,-1400,88,32,12765
40,10,28,-1400,70,14,12815
41,11,71,-1400,88,32,12865
42,12,48,-1400,76,20,12915
43,13,2,-1400,66,10,12965
44,14,40,-1400,90,34,13015
45,15,22,-1400,79,23,13064
46,17,74,-1400,72,16,13114
47,18,22,-1400,75,19,13164
48,20,150,-1400,76,20,13214
49,21,15,-1400,87,31,13264
50,22,12,-1400,64,8,13314
51,23,80,-1400,64,8,13364
52,25,54,-1400,76,20,13414
53,26,230,-1125,50,5,13464
54,0,66,-1400,100,44,13663
55,1,262,-1400,98,42,13692
56,2,10,-1400,93,37,13741
57,4,3,-1400,91,35,13791
58,5,297,-1400,100,44,13841
59,8,34,-1400,107,51,13891
60,9,3,-1400,107,51,13941
61,10,27,-1400,115,59,13991
62,11,85,-1400,114,58,14041
63,12,178,-1400,94,38,14091
64,13,72,-1400,87,31,14141
65,14,102,-1400,123,67,14191
66,15,2,-1400,109,53,14241
67,16,71,-1400,95,39,14291
68,17,104,-1400,101,45,14341
69,19,35,-1400,98,42,14390
70,20,48,-1400,106,50,14440
71,21,123,-1400,96,40,14490
72,22,74,-1400,115,59,14540
73,23,39,-1400,109,53,14590
74,25,62,-1400,112,56,14640
75,26,131,-1400,119,63,14690
76,27,232,-1400,105,49,14740
77,28,94,-1400,115,59,14790
78,0,92,-525,166,110,14989
79,1,111,-475,165,109,15039
80,2,23,-1400,95,39,15089
81,3,207,-75,157,101,15139
82,4,314,1225,131,75,15189
83,5,148,-625,168,112,15239
84,6,75,-375,163,107,15289
85,7,11,-575,167,111,15339
86,8,0,675,142,86,15389
87,9,106,1075,134,78,15439
88,10,50,-1400,105,49,15489
89,11,67,-425,164,108,15539
90,12,98,-675,169,113,15589
91,13,116,1025,135,79,15638
92,14,204,-1400,122,66,15667
93,15,12,-1400,126,70,15716
94,16,68,325,149,93,15766
95,17,107,325,157,85,15816
96,18,97,1375,128,72,15866
97,19,27,425,147,91,15916
98,20,58,625,143,87,15966
99,21,68,-875,173,117,16016
100,22,50,375,148,92,16066
101,23,30,425,147,91,16116
102,24,183,-925,174,118,16166
103,25,41,-825,172,116,16216
104,26,23,-825,172,116,16266
105,27,20,-375,163,107,16315
106,28,31,175,152,96,16365
107,0,72,-1400,204,107,16565
108,1,25,-1400,187,124,16615
109,2,7,-1375,183,127,16665
110,3,59,-1325,182,126,16715
111,4,44,-1400,219,92,16765
112,5,176,-1400,203,108,16815
113,6,77,-375,163,107,16865
114,7,83,-1400,187,124,16915
115,8,12,-825,172,116,16964
116,9,135,-425,164,108,17014
117,10,59,-1400,110,54,17064
118,11,57,-1400,215,96,17114
119,12,181,-1400,122,66,17164
120,13,108,-1275,181,125,17214
121,14,230,-1400,117,61,17264
122,15,37,675,142,86,17314
123,16,79,-1400,127,71,17364
124,17,25,-1400,208,103,17414
125,18,109,-1175,179,123,17464
126,19,43,-1400,127,71,17514
127,20,42,-1275,181,125,17563
128,21,74,-1400,226,85,17592
129,22,81,775,140,84,17641
130,23,92,-1400,186,125,17691
131,24,180,-1400,212,99,17741
132,25,47,575,144,88,17791
133,26,45,-1400,198,113,17841
134,27,90,-1400,188,123,17891
135,28,58,575,144,88,17941
136,0,7,-1400,232,79,18141
137,1,208,225,279,32,18191
138,2,71,-1400,188,123,18241
139,3,123,175,280,31,18290
140,4,62,-1400,215,96,18340
141,5,9,-75,285,26,18390
142,6,310,1075,262,49,18440
143,7,12,625,271,40,18490
144,8,35,-1400,120,64,18540
145,9,76,875,266,45,18590
146,10,1,-1400,246,65,18640
147,11,21,-25,284,27,18690
148,12,20,1175,260,51,18740
149,13,138,-1325,182,126,18790
150,14,50,925,265,46,18840
151,15,64,-1325,182,126,18889
152,16,88,-725,170,114,18939
153,17,22,275,278,33,18989
154,18,28,1225,259,52,19039
155,19,4,-1400,247,64,19089
156,20,44,-1400,248,63,19139
157,21,31,-450,233,40,19189
158,22,126,-1400,90,34,19239
159,23,21,925,265,46,19289
160,24,182,-1400,211,100,19339
161,25,17,-1400,253,58,19389
162,26,53,-1400,219,92,19439
163,27,36,625,271,40,19489
164,28,30,-125,286,25,19538
165,0,38,-875,301,10,19716
166,1,7,-1400,333,21,19766
167,2,8,-1400,347,35,19816
168,3,83,-975,303,8,19866
169,4,59,-1400,336,24,19916
170,5,27,-1400,313,1,19966
171,6,36,-1175,307,4,20016
172,7,21,-375,291,20,20066
173,8,44,-1400,249,62,20116
174,9,115,-1400,313,1,20166
175,10,30,-1400,351,39,20215
176,11,70,-1400,332,20,20265
177,12,14,-925,302,9,20315
178,13,76,-1400,344,32,20365
179,14,56,-1400,252,59,20415
180,15,6,-1400,344,32,20465
181,16,99,-1400,212,99,20515
182,17,13,-1400,333,21,20565
183,18,41,2375,264,103,20615
184,19,54,-1225,308,3,20665
185,20,59,-1400,339,27,20715
186,21,37,-1400,243,68,20765
187,22,25,-1225,308,3,20815
188,23,27,1375,256,55,20864
189,24,173,-1400,353,41,20914
190,25,22,-1400,313,1,20964
191,26,89,1075,262,49,21014
192,27,76,-1400,313,1,21064
193,28,91,-975,175,119,21114
194,0,10,175,408,96,21314
195,1,58,525,401,89,21364
196,2,28,-1400,360,48,21414
197,3,9,-225,416,104,21463
198,4,79,-1400,331,19,21492
199,5,17,-1400,366,54,21541
200,6,54,-1400,346,34,21591
201,7,17,1125,389,77,21641
202,8,51,-1400,106,50,21691
203,9,2,-1400,359,47,21741
204,10,21,-1400,379,67,21791
205,11,79,875,266,45,21841
206,12,12,725,397,85,21891
207,13,8,225,407,95,21941
208,14,16,625,399,87,21991
209,15,21,-625,296,15,22041
210,16,12,-275,417,105,22091
211,17,88,-1400,186,125,22141
212,18,10,-1400,370,58,22190
213,19,19,-1400,380,68,22240
214,20,62,-1125,178,122,22290
215,21,12,1375,384,72,22340
216,22,55,775,396,84,22390
217,23,43,-275,289,22,22440
218,24,193,-1225,308,3,22490
